IMPORTANT: Structure 2011 Speaker Information Request,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type (default: speaker),Bio Ready?,Biography,timestamp,P Twitter,P Facebook,P LinkedIn
y,y,y,y,m,Om,Malik,Founder,GigaOM,"Founder, GigaOM",,,speaker,y,"Om Malik has more than 15 years of experience as a journalist covering technology and business news. He was part of the founding team of Forbes.com as a Senior Editor. He then went on to become a senior writer at Red Herring during its glory days before joining Business 2.0 in March 2003, covering telecom, innovation and broadband stories. His contributions have been published in The Wall Street Journal, The Economist and MIT Technology Review. Additionally, Om is the author of “Broadbandits: Inside the $750 Billion Telecom Heist.” He is also the recipient of many industry awards, including Excellence in Journalism from the Society of Professional Journalists in 2001 and the Gold Award from American Society of Business Publication Editors in 2001.",,,,
y,y,y,y,m,Paul ,Maritz,CEO,VMware,"CEO, VMware",1,,speaker,y,"Paul Maritz joined VMware in 2008 as President and CEO. He was previously President of Cloud Infrastructure and Services at EMC after the company's acquisition of Pi, where he was founder and CEO. Before that, he spent 14 years at Microsoft. He was a member of the five-person Executive Committee that managed the overall company and he oversaw the development and marketing of Windows 95, Windows NT, and Windows 2000, Visual Studio and SQL Server, and the complete Office and Exchange Product Lines. He also spent five years at Intel. Born and raised in Rhodesia (now Zimbabwe), Paul is a graduate in Mathematics and Computer Science of the Universities of Cape Town and Natal in South Africa. He is Chairman of the Grameen Foundation. ",,,,
y,y,y,y,m,Gavin,Michael,"Global Managing Director, R&D and Alliances",Accenture,"Global Managing Director, R&D and Alliances, Accenture",,,speaker,y,"Gavin joined Accenture in April 2010 to lead Accenture’s efforts around innovation, technology alliances and the Accenture Technology Labs. He has more than 20 years of experience in technology leadership in the Financial Services Industry, with significant experience in driving major business change. Most recently, Gavin was the Retail Technology Director, Lloyds Banking Group and was a member of the Retail Bank Board. Prior to this role, he served as CIO of Lloyds TSB – UK Retail Banking & General Insurance. In this capacity, Gavin set the information technology strategy and direction for growing the UK Retail Banking Division and drove strong collaboration and alignment of technology with the business. ",,@gavinmichael,,
y,y,y,y,m,Marten ,Mickos,CEO,Eucalyptus Systems,"CEO, Eucalyptus Systems",7,,speaker,y,"Marten Mickos builds global disruptive businesses. As CEO of MySQL AB for seven years, Mickos grew that company from a garage start-up to the second largest open source company in the world. After the acquisition by Sun Microsystems of MySQL AB for $1bn, he served as Senior Vice President of Sun's Database Group. Previously, Mickos held multi-national CEO and senior executive positions in his native Finland. He is a member of the board of Mozilla Messaging and Electrosonic. Mickos holds a M.Sc. in technical physics from Helsinki University of Technology. In 2006 he received the Audemars Piguet ""Changing Times Award: European Entrepreneur of the Year 2006"" and the Nokia Foundation Award.",,@martenmickos,,http://www.linkedin.com/pub/marten-mickos/0/1b/7b5
y,y,y,y,m,Paul ,Miller,"Founder, Cloud of Data","Cloud Curator, GigaOM Pro","Founder, Cloud of Data and Cloud Curator, GigaOM Pro ",,,speaker,y,"Paul is a consultant working with clients around the world that wish to understand the opportunities offered by Cloud Computing, Big Data, or the Semantic Web. In addition, Paul curates the Infrastructure/Cloud Computing channel for GigaOM Pro - http://pro.gigaom.com/topic/infrastructure. ",,http://twitter.com/paulmiller,http://www.facebook.com/profile.php?id=610521030,http://www.linkedin.com/in/pau1mi11er
y,y,y,y,m,Mike,Miller,Founder and Chief Scientist,Cloudant,"Founder and Chief Scientist, Cloudant",,,speaker,y,"Mike enjoys putting algorithms in the wild, solving problems for the first time, and building things. He honed his computing repertoire while studying the universe’s fundamental particles and interactions as a physicist, most recently at the Large Hadron Collider where he cut his teeth on petabyte-per-second problems. At Cloudant he enjoys seeing his ideas transformed into superior code by an outstanding team. Outside of work he enjoys globetrotting and all things outdoors.",,@mlmilleratmit ,,http://www.linkedin.com/pub/mike-miller/6/90a/a68
y,y,y,y,m,Claus ,Moldt ,Global CIO and SVP Service Delivery,salesforce.com,"Global CIO and SVP Service Delivery, salesforce.com",,,speaker,y,"Claus Moldt is the Global CIO and Senior Vice President of Service Delivery at salesforce.com. His teams are responsible for the day-to-day operations of the internal and external infrastructure which includes Capacity Planning, Availability Architecture, Disaster Recovery, Datacenters, Network, Servers and Storage Infrastructure. Claus has more than 24 years of operational, support and consulting experience supporting and architecting large scale, highly available infrastructures. Prior to joining salesforce.com in 2006, he spent four years at eBay where his responsibilities included the delivery, availability and maintenance of the eBay infrastructure. Claus has also held positions at Loudcloud and Oracle where he worked with Fortune 500 customers to aid in setting up scalable infrastructures.",,,,
y,y,y,y,m,Lew ,Moorman ,"Chief Strategy Officer and President of the Rackspace Cloud
",Rackspace,"Chief Strategy Officer and President of the Rackspace Cloud, Rackspace",6,,speaker,yes,"Lew Moorman is instrumental in driving strategic planning, product development and new business initiatives for Rackspace. He joined the company in April of 2000 and has served a variety of strategy and marketing roles throughout the company's growth. Before joining Rackspace, Moorman held several positions at the management consulting firm McKinsey & Company, advising high technology clients on critical strategic issues. As Rackspace Hosting's Chief Strategy Officer, Lew Moorman drives strategic planning, product development and new business initiatives across the company. He also serves as President of Rackspace's Cloud business, leading the company's fastest growing business unit. He speaks frequently at industry events on cloud computing, hosting and the rapidly evolving world of IT.",,@lewmoorman,,
y,y,y,y,m,Satya ,Nadella,"President, Server and Tools Business",Microsoft,"President, Server and Tools Business, Microsoft",5,,speaker,y,"As president of the Servers and Tools Business (STB) at Microsoft, Satya Nadella is accountable for the overall business and technical vision, strategy, operations, engineering and marketing for Microsoft's $15 billion business.  Nadella and his team provide Microsoft’s enterprise and cloud computing technology roadmap, guidance, and solutions for the company’s largest customers and industry partners worldwide.  Prior to his role in STB, Nadella was senior vice president of R&D for the Online Services Division where he was responsible for the technical vision and engineering of some of the largest web services and cloud infrastructure in the world.  Nadella joined Microsoft in 1992.  A native of Hyderabad (India), he has a bachelor's degree in Electrical Engineering from Mangalore University, a master's degree in computer science from the University of Wisconsin and an MBA from the University of Chicago.",,,,
y,y,y,y,m,Don ,Newell,"VP and CTO, Server",AMD,"VP and CTO, Server, AMD",,,speaker,y,"Newell is responsible for the concept and definition of AMD’s long-term server roadmap based on current conditions, expected demand and long-term server trends. He leads multiple worldwide teams and works alongside other AMD design and development teams to ensure successful transition of programs from design to market availability. A distinguished engineer with more than 20 patents filed, Newell previously served as a senior principal engineer leading the System-on-Chip (SoC) and datacenter networking architecture groups within Intel Labs. During his 16 years with Intel, Newell guided development of both SoC and server platform architecture innovations. Newell has been published in more than 60 peer-reviewed research journals and publications. Newell received a Bachelor of Science from the University of Oregon.",,,,www.linkedin.com/in/donaldnewell
y,y,y,y,m,Forrest,Norrod,VP and GM of Server Platforms,Dell,"VP and GM, Server Platforms, Dell",9,,speaker,y,"Forrest Norrod serves as Vice President and General Manager of Dell’s Server Platform Group. His team is responsible for Dell’s server products, including the award-winning PowerEdge servers. Prior to his current role, Mr. Norrod, 44, served as Vice President and General Manager of Data Center Solutions (DCS) at Dell, Inc. DCS customers are on the leading edge of IT innovation and have the greatest density, performance, and energy challenges in their data centers. Before founding DCS in 2007, Mr. Norrod served in a variety of leadership roles as Dell, including Vice President of Engineering for all Dell products and as Dell’s Chief Technology Officer. Mr. Norrod received a Master's and bachelor's degrees in electrical engineering from Virginia Tech. ",,,,
y,y,y,y,m,Dheeraj,Pandey,CEO ,Nutanix,"CEO, Nutanix",,,speaker,y,"Dheeraj is Co-Founder and CEO of Nutanix. Dheeraj brings over 12 years of experience working at high growth enterprise technology companies. Prior to founding Nutanix, Dheeraj was VP Engineering at Aster Data where he built the engineering team from ground up, overseeing the development of multiple releases of the product. Prior to Aster, Dheeraj was at Oracle where he managed development of storage engine for Oracle Database and Oracle Exadata. Dheeraj holds a Masters in Computer Science from University of Texas at Austin, where he was a Graduate Fellow, and a Bachelor of Science in Computer Science from the Indian Institute of Technology (IIT), Kanpur, where he was adjudged the “Best All Rounder Among All Graduating Students in All Disciplines”.",,@trailsfootmarks,www.facebook.com/pandey.dheeraj,http://www.linkedin.com/in/dpandey
y,y,y,y,m,Geva,Perry,"Cloud Strategy and Marketing Advisor, Blogger",Thinking Out Cloud,"Cloud Strategy and Marketing Advisor, Blogger, Thinking Out Cloud",,,speaker,y,"Geva Perry has 15 years of experience as an executive in the technology industry. His blog on cloud computing and SaaS, Thinking Out Cloud, is widely read and he is a frequent speaker on the topic at corporations and industry events. He has been an advisor to a number of companies, small and large, on strategy and marketing, including startups Heroku, New Relic, Twilio, Sauce Labs, Xeround, Cloudsoft and others, as well as large publicly-traded telcos and hosting providers, such Deutsche Telekom and NEC. Geva has been named one of the Top 50 Bloggers on Cloud Computing by the Cloud Computing Journal. Previously, he was CMO at GigaSpaces Technologies and held executive roles in other startups.",,@gevaperry,,http://www.linkedin.com/in/gevaperry
y,y,y,y,m,Chris ,Pinkham,Co-Founder and CEO,Nimbula,"Co-Founder and CEO, Nimbula",,,speaker,yes,"Chris is a senior technology executive and entrepreneur with over 20 years of experience building Internet and large infrastructure environments. Chris started his career co-founding South Africa's first ISP, TICSA/Internet Africa, which was sold to UUNET in 1996. Most recently Chris initiated and managed the development of Amazon’s Elastic Compute Cloud (EC2), which has emerged as the undisputed leading public Cloud Infrastructure. Prior to that, Chris was Vice President of Engineering at Amazon.com, responsible for global IT infrastructure. Chris is a graduate of the University of Cape Town.",,,,
,y,y,y,f,Michelle,Quinn,Silicon Valley Correspondent,POLITICO Pro,"Silicon Valley Correspondent, POLITICO Pro",,,speaker,y,"Michelle Quinn is a Silicon Valley-based technology correspondent for POLITICO Pro covering the intersection of tech, policy and politics with a national focus. Her most recent stories have been about Joe Lockhart joining Facebook, Aneesh Chopra, the White House chief technology officer and the gmail hack. She has covered Apple, Hewlett-Packard and digital entertainment for the Los Angeles Times, the San Jose Mercury News and the San Francisco Chronicle.",,,,
y,y,y,y,m,Sam ,Ramji,"VP, Strategy",Apigee,"VP, Strategy, Apigee",,,speaker,yes,"Sam is Vice President of Strategy at Apigee, the leading API products and services company. He brings over 15 years of industry experience in enterprise software, product development, and open source strategy. Prior to Apigee, Ramji led open source strategy across Microsoft. He was a founding member of the AquaLogic product team and has built large-scale enterprise and Web-scale applications, leading the Ofoto engineering team through its acquisition by Kodak. Other experience includes hands-on development of client, client-server and distributed applications on Unix, Windows and Macintosh at companies ranging from Broderbund to Fair Isaac. ",,@sramji,,http://www.linkedin.com/in/sramji
y,y,y,y,m,Partha,Ranganathan,Distinguished Technologist,HP,Distinguished Technologist,6,,speaker,y,"Partha Ranganathan is currently a distinguished technologist at Hewlett-Packard Labs. His research interests are in systems architecture and management, power management and energy-efficiency, and systems modeling and evaluation. He is currently the principal investigator for the exascale datacenter project at HP Labs that seeks to design next-generation servers and datacenters and their management. Partha received his B.Tech degree from the Indian Institute of Technology, Madras and his M.S. and Ph.D. from Rice University, Houston.",,@HPLabs,,
y,y,y,y,m,Jesse ,Robbins,Co-Founder and CEO,Opscode,"Co-Founder and CEO, Opscode",,,speaker,y,"Jesse Robbins is Cofounder & CEO of Opscode, the leader in Cloud Infrastructure Automation. Jesse is a widely recognized expert in Infrastructure, Web Operations, and Emergency Management. Jesse serves as co-chair of the Velocity Web Performance & Operations Conference, was the editor of the Web Operations book, and is a contributor to the O’Reilly Radar blog. Prior to founding Opscode, he worked at Amazon.com with the title of “Master of Disaster” where he was responsible for Website Availability for every property bearing the Amazon brand. Jesse was previously a volunteer Firefighter/EMT and Emergency Manager, and led a task force deployed in Operation Hurricane Katrina.",,@jesserobbins,,http://www.linkedin.com/in/jesserobbins
y,y,y,y,m,Luis ,Robles,Partner,Sequoia Capital,"Partner, Sequoia Capital",7,,speaker,y," Prior to joining Sequoia Capital in 2010, Luis was a Senior Product Manager at VMware where he helped build out various product and operations initiatives. Previously, he was involved with other Silicon Valley start-ups. Luis has BS and MS degrees in Computer Science from Stanford University, and an MBA from Harvard Business School.",,,,http://www.linkedin.com/in/lrobles
y,y,y,y,m,Andres,Rodriguez,Founder and CEO,Nasuni,"Founder and CEO, Nasuni",,,speaker,y,"Andres, co-founder and CEO of Nasuni, the storage industry’s leading cloud gateway and service provider, brings a wealth of energy and experience as a visionary entrepreneur with a record of driving successful companies. Andres founded Archivas, a company that developed an enterprise-class cloud storage system, acquired by Hitachi Data Systems in 2006. As CTO of The New York Times he drove digital strategy at NYTimes.com and Boston.com, and worked extensively on digital content preservation for archives. Andres was co-founder and VP of engineering for Abuzz, a pioneering social networking company The New York Times acquired in 1999. Nasuni, headquartered in Natick, Massachusetts, is backed by leading East Coast venture firms of Northbridge Venture Partners, Sigma Partners and Flybridge Capital Partners. ",,@nasuni,http://www.facebook.com/Nasuni,http://www.linkedin.com/company/nasuni
y,y,y,y,m,Jacob,Rosenberg,Architect,Comcast,"Architect, Comcast",,,speaker,y,"Jacob Rosenberg is a lead Platform Architect for Comcast's National Engineering & Technical Operations group. His areas of focus are scaled technology operations, content delivery, and cloud computing. Previously, he was the Senior Technical Director of AOL's Content Services group. He holds a BA in Computer Science from Columbia University in New York and an MBA from the Columbia Graduate School of Business.",,,,
y,y,y,y,m,Issac ,Roth ,PaaS Master,Red Hat,"PaaS Master, Red Hat",,,speaker,y,"Issac Roth is Red Hat's PaaS Master, whipping the clouds into shape to create the best experience for developers who build on open source and leading Red Hat's online services strategy. He was co-founder and CEO of Makara, which launched the the first Platform-as-a-Service to run Java EE 
applications and was aquired by Red Hat in 2010. Previously recognized as an innovative leader in the APM space, Issac was a pivotal member of the team that built Wily Technology and, after being acquired by CA, Inc in 2006, built CA's End-to-End Application Management business. He is thrilled to be back at the open source leader after having been the first technical support engineer at ACC Corp (Red Hat's original name).",,@ijroth,,http://www.linkedin.com/in/issacroth
y,y,y,y,m,Eric,Savitz,San Francisco Bureau Chief,Forbes,"San Francisco Bureau Chief, Forbes",,,speaker,y,"Veteran journalist Eric Savitz joined Forbes as the San Francisco Bureau Chief in December 2010. In this position, he leads editorial operations for the San Francisco office, while writing regularly for the Forbes website and magazine. Eric came to Forbes from Barron’s, where he covered technology from the Palo Alto bureau since 2001, in addition to working at Barron’s and Dow Jones from 1988 to 1998. A respected voice on technology-related issues, Eric has appeared on television and radio, including CNBC, Fox Business, PBS, BBC Radio, ABC Radio and CBS Radio. He holds a Bachelor of Arts in Economics from the University of Pennsylvania.",,@savitz,,
y,y,y,y,m,Kevin,Scott,"VP, Engineering",LinkedIn,"VP, Engineering, LinkedIn",,,speaker,y,"Kevin Scott is responsible for LinkedIn's infrastructure, engineering services, and product development. Prior to LinkedIn, Kevin was the Senior Director of Engineering at Google leading all aspects of mobile advertising. Previously, Kevin was the Vice President of Engineering and Technical Operations at AdMob, which was acquired by Google. Before that held senior roles at Google leading engineering teams responsible for improving search infrastructure and ad relevance. Kevin received a Google Founders Award for technical contributions to ads engineering, and he received an Intel PhD Fellowship. He has also authored five refereed research papers and a number of pending patent applications. Kevin holds an MS in computer science from Wake Forest University and a BS in computer science from Lynchburg College. ",,@kevin_scott,,http://www.linkedin.com/in/jkevinscott
y,y,y,y,m,Byron,Sebastian,"GM Heroku and SVP, Platforms",salesforce.com,"GM Heroku and SVP, Platforms at salesforce.com",,,speaker,y,"Byron Sebastian leads the global Platforms teams and organizations at salesforce.com and runs Cloud Platform as a Service (PaaS) innovator Heroku. San Francisco-based Heroku offers an industry-leading Ruby-based runtime platform as a service. Heroku was acquired by salesforce.com in December 2010. Sebastian was GM of BEA's WebLogic Platform division from 2001 to 2003 and vp of product management of Crossgain, a software development company and pioneer in developing tools and applications to build web services. Acquired by BEA, Crossgain's ""Cajun"" project became BEA's WebLogic Workshop product and is shipped today by Oracle. In 2004 Sebastian founded SourceLabs, an open-source software and services startup sold to EMC in January 2009. Sebastian is former an entrepreneur in residence at Ignition Partners.",,,,
y,y,y,y,m,Razi ,Sharir,CEO,Xeround,"CEO, Xeround",,,speaker,y,"Razi has over 15 years of experience as an executive in the technology industry driving product development from concept to release. Upon joining Xeround, Razi steered the company from a Telco-certified cloud database to become the leading MySQL cloud database-as-a-service offered for both public and private clouds. Prior to joining Xeround, Razi was an EIR at BMC Software leading the Innovation and Incubator business unit, then the strategic transition from traditional data centers to cloud computing.  Prior to that Razi held senior management positions at Commtouch (CTCH), Microsoft and Starhome (A Comverse company).",,@razisharir,,http://www.il.linkedin.com/in/razisharir
y,y,y,y,m,Duke,Skarda,CTO,SoftLayer,"CTO, SoftLayer",,,speaker,y,"Duke Skarda joined SoftLayer in November 2010. As the CTO, he holds responsibilities for implementing, designing and enhancing the proprietary SoftLayer Infrastructure Management System. Prior to joining SoftLayer, Mr. Skarda served as the Vice President of Information Technology and Software Development at The Planet. As Senior Vice President for IT Architecture and Application Development, he led a broad range of programs, including business process management, order-entry and service assurance development. Mr. Skarda also served as Vice President of IT Architecture, where he developed a long-range systems roadmaps, systems merger and acquisition planning, and the development of the company's Enterprise Architecture team. Mr. Skarda earned a B.S. in Computer Engineering and Electrical Engineering from The University of Texas at El Paso.",,@SoftLayer,http://www.facebook.com/SoftLayer,http://www.linkedin.com/in/dukeskarda
y,y,y,y,m,Michael ,Skok,General Partner,North Bridge Venture Partners,"General Partner, North Bridge Venture Partners",,,speaker,y,"Michael Skok joined North Bridge Venture Partners in 2002 to seek out great entrepreneurs and lead innovative software investments.  Prior to this, Michael had himself been an entrepreneur and CEO in the software business for 21 years.  He founded, led and attracted over $100M in private equity to his investments in several successful software companies. As a VC, Michael has backed many great entrepreneurs to focus on large market changing technologies and disruptive business models such as SaaS, Virtualization, Cloud Computing, and Open Source.  He is currently active on the boards of all his recent investments including Acquia, Active Endpoints, Akiban, Awareness, Demandware, Lumigent, MyPerfectGig, rPath and Unidesk, as well as Actifio and REvolution Computing. He can be contacted at michael@northbridge.com.",,@entrecapitalist,,http://www.linkedin.com/in/mskok
y,y,y,y,m,Stephen,Smith,Senior Managing Director,Arma Partners,"Senior Managing Director, Arma Partners",,,speaker,y,"Joined Arma Partners in 2006. Previously, spent 14 years at Broadview, the technology and media focused M&A advisory firm, where he was Vice Chairman, served on the management committee and led the Silicon Valley M&A advisory team as well as the global practice group in the infrastructure sectors of the IT market. During that time, he was involved in deals such as EMC’s $250 million acquisition of McData, the $7 billion sale of Burr-Brown to TI, the $2.6 billion acquisition of PairGain by ADC and the $120 million recapitalization of E-Tek Dynamics by Summit Partners. Earlier in his career, he held senior roles at McKinsey, Fairchild and Amdahl and was CEO of Reference Technology. Since Broadview, he has been a Managing Director with The Interim CEO Network and has recruited numerous CEOs to technology companies. He retains an affiliation with the Interim CEO Network.",,@dealsmith,http://www.facebook.com/profile.php?id=1290173122,http://www.linkedin.com/profile/view?id=756646&locale=en_US&trk=tab_pro
y,y,y,y,m,Javier ,Soltero ,"CTO, SaaS and Application Services",VMware,"CTO, SaaS and Application Services, VMware",,,speaker,y,"Javier Soltero is the CTO of SaaS and Application Services at VMware. He is responsible for driving advanced development and strategy for app-level cloud services. Most recently, Javier was the co-founder and CEO of Hyperic, the leader in large scale web infrastructure management. Prior to Hyperic, he was the Chief Architect and senior engineer at various enterprise software and internet companies. From early internet messaging, application server, and e-commerce technologies at Netscape to the management platform that became Hyperic, Javier has kept a passion for building technologies that make IT more successful. Soltero has been involved in various open source communities as both user and contributor. He is also an advisor to a number of open source and SaaS startups.",,,,
y,y,y,y,m,Sebastian,Stadil,Co-Founder,SCALR,"Co-Founder, SCALR",,,speaker,y,"Sebastian has been an Amazon Web Services developer since 2004, starting with the E-Commerce Service (now Associates Web Service), then the Elastic Compute Cloud (EC2) as it was launched. He founded the Silicon Valley Cloud Computing Group, a user group of over 3600 members that meets monthly to present the latest developments in the industry. Recently, Sebastian founded Scalr, a software-project-turned-startup that scales website infrastructure automagically. When he is not working on Scalr, Sebastian likes to make sushi and play rugby.",,@sebastianstadil,http://www.facebook.com/sebastianstadil,http://www.linkedin.com/in/sstadil
y,y,y,y,m,John	,Stankey,"President and CEO, AT&T Business Solutions",AT&T,"President and CEO, AT&T Business Solutions",2,,speaker,y,"John Stankey, President and CEO, AT&T Business Solutions, is responsible for sales, marketing and customer service operations for retail business, government and wholesale customers of AT&T worldwide. He also leads research and development, architecture and planning, engineering, network operations, information technology and corporate shared services. Stankey also has served as President and CEO of AT&T Operations, Inc. He began his career with Pacific Bell in 1985. In addition to his AT&T responsibilities, Stankey is vice chairman of the National Security Telecommunications Advisory Committee. A native of California, Stankey earned a bachelor’s degree in finance from Loyola Marymount University in 1985 and a master’s degree in business administration from UCLA in 1991.",,,,
y,y,y,y,m,Jim,Starkey,CTO,NimbusDB,"CTO, NimbusDB",,,speaker,y,"Jim Starkey's career as a database thought leader spans over three decades. He has founded four companies and has been responsible for important innovations including the Date data type, BLOBS and MVCC. At DEC Jim created Datatrieve, the DEC Standard Relational Interface, and Rdb/ELN, the first Rdb product. Jim founded Interbase Software to deliver an RDBMS for engineering workstations, and it is now the basis of the Firebird open source RDBMS. His next company, Netfrastructure, Inc., was acquired by MySQL as the kernel of Falcon, their replacement transactional storage engine. Jim is the genius behind NimbusDB, a revolutionary RDBMS for Clouds. NimbusDB is a SQL that delivers Elastic Scalability, Multi-tenancy and “Zero DBA”, the key requirements for modern datacenters.
",,,,
y,y,y,y,m,Omid,Tahernia,CEO,Tilera Corporation,"CEO, Tilera Corporation",,,speaker,y,"Mr. Tahernia has 26 years of experience in leading organizations providing systems and semiconductor solutions. Prior to Tilera, he spent three years at Xilinx, where he started as Vice President and General Manager of a newly-created DSP Division in 2004 and later served as Vice President and General Manager of the Processing Solutions Group consisting of DSP, Embedded, and IP Divisions. Prior to Xilinx, Mr. Tahernia spent 21 years at Motorola where he began his career in 1984 and worked in both the equipment and semiconductor segments. Mr. Tahernia holds 13 U.S. patents, a B.S. degree in Electrical Engineering from Virginia Polytechnic Institute & State University, and an M.S.EE degree from Georgia Institute of Technology.",,,,http://www.linkedin.com/pub/omid-tahernia/1a/a4b/240
y,y,y,y,m,Bob ,Toohey,President,Verizon Business,"President, Verizon Business",4,,speaker,y,"Bob Toohey is president of Verizon Business with responsibility for marketing, sales, professional services, service delivery and the customer experience for global enterprise, mid-sized business and government customers. Previously, Toohey was senior vice president of global customer care and services for Verizon Business, responsible for service, delivery and ongoing customer management worldwide. In his prior role, Toohey was senior vice president of human resources and communications for Verizon Business, responsible for developing and implementing global policies, strategies and programs designed to drive workforce engagement and develop a high-performance, service-oriented culture. Toohey began his career at GTE in 1988, holding positions of increasing responsibility in finance, operations and human resources. Toohey holds a Bachelor of Science in finance from Northeastern University. ",,,,
y,y,y,y,m,Lew,Tucker,"VP and CTO, Cloud Computing",Cisco,"VP and CTO, Cloud Computing, Cisco",,,speaker,y,"Lew Tucker is Vice President and Chief Technology Officer of Cloud Computing at Cisco, where he is responsible for shaping the future cloud strategy and products. Tucker has more than 20 years of experience in the high-tech industry, ranging from distributed systems and artificial intelligence to software development and systems architecture. Prior to Cisco, he was VP and CTO for Cloud Computing at Sun Microsystems and led the development of the Sun Cloud. Other achievements in his career include Salesforce.com’s AppExchange, the java.com developer community, and the massively parallel Connection Machine. Tucker holds a B.A. from Cornell University, and a Ph.D. in computer science from the Polytechnic Institute of New York University.",,,,
y,y,y,y,m,Jayshree,Ullal,President and CEO,Arista Networks,"President and CEO, Arista Networks",,,speaker,y,"Jayshree Ullal is a networking executive veteran with 25 years of experience and was named one of the ""50 Most Powerful People"" in 2005 Network World. As President and CEO of Arista Networks, she is responsible for building the company's business in cloud networking. Formerly, Jayshree was Senior Vice President at Cisco and responsible for $10B in annual revenue from Data Center, Switching and Services, including Cisco's flagship Nexus 7000 and Catalyst 4500 and 6500 product lines. Prior to joining Cisco, Ullal was the Vice President of Marketing at Crescendo Communications, Cisco's first acquisition in 1993. Ullal holds a B.S. in electrical engineering from San Francisco State University and an M.S. degree in engineering management from Santa Clara University.",,,,
,y,y,y,m,James,Urquhart,"Senior Market Strategist, Cloud Computing",Cisco,"Senior Market Strategist, Cloud Computing, Cisco",,,speaker,y,"James Urquhart manages cloud computing infrastructure strategy for the Server Provider Systems Unit of Cisco Systems. Named one of the ten most influential people in cloud computing by the MIT Technology Review, and author of the popular C|NET Blog Network blog, The Wisdom of Clouds (http://news.cnet.com/the-wisdom-of-clouds), Mr. Urquhart brings a deep understanding of these disruptive technologies and the business opportunities they afford. Mr. Urquhart is a seasoned field technologist with almost 20 years of experience in distributed systems development and deployment, focusing on service-oriented architectures, cloud computing, and virtualization. Prior to joining Cisco, Mr. Urquhart held leadership roles at Forte Software, Sun Microsystems, and utility computing infrastructure vendor Cassatt Corporation.",,,,
y,y,y,y,m,Werner,Vogels,CTO,Amazon.com ,"CTO, Amazon.com ",3,,speaker,y,"Dr. Vogels is Vice President & CTO at Amazon.com where he is responsible for driving the company's technology vision, which is to continuously enhance innovation on behalf of Amazon's global customers. Prior to joining Amazon, he worked as a researcher at Cornell University where he led several research projects that targeted the scalability and robustness of mission-critical enterprise computing systems. He has held positions of VP of Technology and CTO in companies that handled the transition of academic technology into industry. Vogels holds a Ph.D. from the Vrije Universiteit in Amsterdam and has authored many articles, most of them on distributed systems technologies for enterprise computing. He was named the 2008 CTO of the Year by Information Week for his contributions to Cloud Computing.",1267831808,@gkdog,http://www.facebook.com/george.karidis,http://www.linkedin.com/in/georgekaridis
y,y,y,y,m,John	,Vrionis,Managing Director ,Lightspeed Venture Partners,"Managing Director, Lightspeed Venture Partners",,,speaker,y,"John is a managing director at Lightspeed Venture Partners, focused on cloud computing, big data solutions and next generation storage and networking. John has played a lead role in the firm's investments in AppDynamics, DataStax, Delphix, Embrane, IO Turbine, MapR Technology, Nicira, Nimble Storage, Pliant, and Tintri. Prior to joining Lightspeed in 2006, he held product management and marketing roles at start-up companies. John holds an MBA from Stanford University, an MS in computer science from the University of Chicago and a BA from Harvard University. He can be contacted at john@lightspeedvp.com.",,@jvrionis,,http://www.linkedin.com/pub/john-vrionis/0/a9/554
y,y,y,y,m,Jason,Waxman,"GM, High Density Computing, Data Center Group ",Intel Corporation,"GM, High Density Computing, Data Center Group, Intel Corporation",,,speaker,y,"Jason Waxman is the General Manager in Intel’s Data Center Group responsible for High Density Servers. His role includes a focus on blade servers, internet datacenters and technology for future dense data center architecture. He is also responsible for Intel’s initiatives in Cloud Computing. Jason holds executive positions in industry design efforts including the board of Blade.org and the Server System Infrastructure Forum. He has previously served as the director for Intel’s Xeon(TM) processor and chipset product lines and the related platform enabling and customer relationships. Jason has spent the last 11 years of his Intel career in Enterprise computing focused on server products and technologies involved in the introduction of over 12 new platforms. ",,,,
y,y,y,y,m,Joe,Weinman,"Worldwide Lead, Communications, Media and Entertainment Industry Solutions",HP,"Worldwide Lead, Communications, Media and Entertainment Industry Solutions, HP",,,speaker,y,"Joe Weinman leads Communications, Media, Entertainment Industry Solutions for HP globally.  He is also the founder of Cloudonomics, a multi-disciplinary analytical approach leveraging economics, statistics, calculus, computational complexity theory, simulation and system dynamics to evaluate trends and assess benefits of cloud computing, and writes a blog by the same name, as well as the original article here at GigaOm, “The 10 Laws of Cloudonomics.” (http://gigaom.com/2008/09/07/the-10-laws-of-cloudonomics/) A frequent conference speaker, he holds 14 U.S. and international patents, and has held a variety of executive positions at (AT&T) Bell Laboratories, AT&T, and HP. He has a B.S.  and M.S. in computer science from Cornell University and the University of Wisconsin-Madison respectively, and completed Executive Education at the Institute for Management Development, Lausanne.",,@joeweinman,,
y,y,y,y,m,Michael,Wolf,VP Research,GigaOM Pro,"VP Research, GigaOM Pro",,,speaker,y,"Michael Wolf has spent more than 10 years as an industry analyst, starting at In-Stat and launching the company’s consumer networking and digital media research services, and more recently was the digital home practice director for ABI. He’s been a columnist for Network World and has written a book on home networking for consumers. At GigaOM Pro, he oversees overall research efforts and serves as curator for the Connected Consumer.’",,,,
