IMPORTANT: Structure 2011 Speaker Information Request,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type (default: speaker),Bio Ready?,Biography,Featured,Short Desc,timestamp,P Twitter,P Facebook,P LinkedIn
y,y,y,y,m,Avery,Lyford,Chairman,Churchill Club / Propell,"Chairman, Churchill Club / Propell",,,speaker,y,"Avery is a founder of Propell Solutions, the leader in positioning and molding growth companies for a successful exit within 2 years. He is also Chairman of the Churchill Club, and leads business development for Leap Commerce, a mobile/local/social ecommerce startup. Previously he ran business development for Makara (sold Red Hat) and was Chairman of Angstro (sold Google). Prior to founding Propell, Avery was the CEO of two venture backed startups, Digisense and Linuxcare, focused on cloud computing and virtualization. He was hired into McKinsey & Co's business building practice and has consulted on growth to SAP, Microsoft, HP, and Cisco. Avery was on the founding team of IBM's x86 server business and ran product management from inception to $1B+.",,,,@averylyford,,http://www.linkedin.com/profile/view?id=217112&trk=tab_pro
y,y,y,y,f,Jo,Maitland,Research Director,GigaOM Pro,"Research Director, GigaOM Pro",,,speaker,y,"Jo Maitland is Research Director for the Infrastructure/Cloud channel at GigaOM Pro. Jo has been a technology journalist and analyst for 15+ years specializing in enterprise IT trends, specifically infrastructure virtualization, storage and cloud computing. At Forrester Research and The 451 Group, Jo covered cloud-based storage and archiving and the challenges of long term digital preservation. At TechTarget Jo was Executive Editor of several websites covering virtualization and cloud computing. She managed a team of reporters and editors and wrote news, features and columns for those sites which became leading information resources under her guidance. Jo has spoken at several major industry events including NetWorld + Interop and VMworld on virtualization and cloud computing trends. She has a BA (Hons) in Journalism from the University of Creative Arts in the UK. In her spare time Jo enjoys adventures in new places, extreme sports, writing screenplays and watching movies.",,,,,,
y,y,y,y,m,Dante,Malagrino,Co-Founder and CEO,Embrane,"Co-Founder and CEO, Embrane",,,speaker,y,"Born and raised in Italy, Dante is the co-founder and CEO of Embrane. He leads and inspires the team to turn the company’s vision into execution, defines the culture of the company, and occasionally stocks the break-room. He spent 10+ years at Cisco, where he started as part of the Catalyst 6500 team. He was in the founding team of Andiamo, a company that redefined the storage networking market. More recently, he led Cisco’s Data Center 3.0 marketing strategy. While at Cisco he has been engineer, product manager, marketing and sales manager. When he is not thinking about how to power the agile network, Dante enjoys traveling, scuba diving, and cooking homemade pizza from scratch for his family.",,,,@dantemalagrino,http://www.facebook.com/embrane,http://www.linkedin.com/in/dantemalagrino
y,y,y,y,m,Om,Malik,Founder and Senior Writer,GigaOM,"Founder and Senior Writer, GigaOM",,,speaker,y,"Om Malik has more than 15 years of experience as a journalist covering technology and business news. He was part of the founding team of Forbes.com as a Senior Editor. He then went on to become a senior writer at Red Herring during its glory days before joining Business 2.0 in March 2003, covering telecom, innovation and broadband stories. His contributions have been published in The Wall Street Journal, The Economist and MIT Technology Review. Additionally, Om is the author of “Broadbandits: Inside the $750 Billion Telecom Heist.” He is also the recipient of many industry awards, including Excellence in Journalism from the Society of Professional Journalists in 2001 and the Gold Award from American Society of Business Publication Editors in 2001.",,,,,,
y,y,y,y,m,Josh,McKenty ,"CEO, Piston Cloud and Co-Founder",OpenStack ,"CEO, Piston Cloud and Co-Founder, OpenStack",,,speaker,y,"Prior to co-founding Piston Cloud Computing, Joshua McKenty was the Technical Architect of NASA's Nebula Cloud Computing Platform and the OpenStack compute components. As a member of OpenStack's Project Policy Board, Joshua plays an instrumental role in the OpenStack community. Joshua has over two decades of experience in entrepreneurship, management and software engineering and architecture. He was the team lead for the development of the Netscape Browser (vs. 8) as well as AOL's IE AIM toolbar, and a senior engineer at Flock.com. He also led the successful first release of OpenQuake, an open source software application allowing users to compute seismic hazard, seismic risk and the socio-economic impact of earthquakes.",y,"With two decades of experience, McKenty is former technical architect of NASA's Nebula Cloud Computing Platform and the OpenStack compute components.",,@jmckenty,,http://www.linkedin.com/in/joshuamckenty
,y,y,y,m,Jason,Mendenhall,"EVP, Cloud ",Switch,"EVP, Cloud, Switch",,,speaker,y,"Jason Mendenhall currently serves as the Executive Vice President of Cloud for Switch.   He oversees the United States InterCloud Exchange (I.C.E.) and is responsible for the development and market introduction of new products and services into the Switch Ecosystem.  Previously, he was the founder of Verde Communications where he built the company from the ground up to its eventual sale to Sparkplug, Inc. For over 15 years, Jason has served as an executive for global-enterprise level companies in the telecommunications, software, and technology consulting industries.  His depth and breadth of experience in 
working where technology and business intersect make him a frequent presenter and panelist at industry events.   He holds a B.S. in chemical and fuels engineering from the University of Utah, is member of the UNLV College of Engineering Advisory Board and currently lives in Las Vegas with his wife and four daughters.",,,,,,
y,y,y,y,m,Marten ,Mickos,CEO,Eucalyptus Systems,"CEO, Eucalyptus Systems",,,speaker,y,"Marten Mickos is CEO of Eucalyptus Systems, the leader in open source cloud computing platforms for on-premise use. Previously as CEO of MySQL AB, Marten grew that company from a garage start-up to the second largest open source company in the world. After the acquisition by Sun Microsystems of MySQL AB for $1bn, he served as Senior Vice President of Sun's Database Group. Marten holds a M.Sc. in technical physics from Helsinki University of Technology in his native Finland. He is a recipient of the Audemars Piguet ""Changing Times Award: European Entrepreneur of the Year 2006"" and the Nokia Foundation Award.",,,,@martenmickos,www.facebook.com/martenmickos,http://www.linkedin.com/pub/marten-mickos/0/1b/7b5
y,y,y,y,m,Cliff,Moon ,CTO,Boundary,"CTO, Boundary",,,speaker,y,"Cliff Moon is Co-Founder and Chief Technical Officer at Boundary.  Prior to Boundary, Cliff was a lead engineer for Powerset (natural language search engine acquired by Microsoft) where he was instrumental in the design, implementation, launch, and operation of many of the company's production services.  Cliff is an active contributor to open source projects, developing the first open-source implementation of Amazon Dynamo and originating the Dynamo Framework. Cliff is an active and well-regarded member of the NoSQL, Scala, and Erlang communities.",,,,@moonpolysoft,,http://www.linkedin.com/pub/cliff-moon/4/44b/283
y,y,y,y,m,Lew ,Moorman ,"President
",Rackspace,"President, Rackspace",,,speaker,y,"As Rackspace Hosting's President, Lew Moorman is instrumental in driving strategic planning, product development and new business initiatives for Rackspace, including cloud computing technologies. He is also responsible for Rackspace sales and support segments globally. Moorman joined the company in April 2000 and has served in a variety of strategy and marketing roles throughout the company's growth. Before joining Rackspace, Moorman held several positions at the management consulting firm McKinsey & Company, advising high technology clients on critical strategic issues..",,,,@lewmoorman,,
y,y,y,y,m,Barry,Morris,CEO,NUODB,"CEO, NUODB",,,speaker,y,"Barry Morris is the CEO of NuoDB, Inc., the company commercializing Jim Starkey’s brilliant new database system for the cloud. The NuoDB product uniquely combines the power of traditional databases with the power of cloud computing: “100% Cloud, 100% SQL, 100% ACID.” Barry is a software CEO who focuses on breakthrough innovations in the database and middleware markets. Past companies include IONA Technologies, Ireland’s most successful software company, StreamBase Systems, the pioneer and leader in the CEP market, and Metrica, the write-optimized database system for test and measurement applications. Barry has a degree in Engineering from Oxford University, and an Honorary Doctorate in Business Administration from the IMCA.",,,,@nuodb,,http://www.linkedin.com/in/bsmorris
,y,y,y,m,Satya ,Nadella,"President, Server and Tools Business",Microsoft,"President, Server and Tools Business, Microsoft",,,speaker,y,"As president of the Servers and Tools Business (STB) at Microsoft, Satya Nadella is accountable for the overall business and technical vision, strategy, operations, engineering and marketing for Microsoft’s 17 billion business. Nadella and his team provide Microsoft’s enterprise and cloud computing technology roadmap, guidance, and solutions for the company’s largest customers and industry partners worldwide. Prior to his role in STB, Nadella was senior vice president of R&D for the Online Services Division where he was responsible for the technical vision and engineering of some of the largest web services and cloud infrastructure in the world. Nadella joined Microsoft in 1992. A native of Hyderabad (India), he has a bachelor's degree in Electrical Engineering from Mangalore University, a master's degree in computer science from the University of Wisconsin and an MBA from the University of Chicago.",,,,,,
y,y,y,y,m,Richard ,Nicholson,CEO and Founder,Paremus,"CEO and Founder, Paremus",,,speaker,y,"Concluding 'OS virtualisation' was a distraction rather than a fundamental enabler; In 2004 Richard set Paremus the goal of building a truly adaptive & robust ""Cloud runtime"". Focusing on modularity and dynamic assembly as key fundamental requirements and adopting OSGi, Paremus created a fully autonomic Cloud OSGi platform, the Paremus Service Fabric. A Physicist by training, Richard maintains keen interest in Complexity, Adaptive Systems, Recovery Oriented techniques and their implications for distributed self-maintaining systems. Prior to founding Paremus, Richard headed the European Engineering function for Salomon Brothers including engineering responsibility for the delivery of Citigroup Canary Wharf office. A Physics graduate from Manchester University, Richard went on to gain an Astrophysics doctorate from the Royal Greenwich Observatory.",,,,"@voidthatbinds 
",,http://www.linkedin.com/pub/richard-nicholson/0/1b/827
y,y,y,y,m,Gary,Orenstein,VP Products,Fusion-io,"VP Products, Fusion-io",,,speaker,y,"Gary Orenstein is the vice president of products at Fusion-io. Prior to Fusion-io, Mr. Orenstein he was the vice president of marketing at MaxiScale, a technical leader in web scale file systems acquired by Overland Storage. Prior to MaxiScale, he was the vice president of marketing and business development at Gear6, a caching and file acceleration pioneer. Mr. Orenstein has also served as vice president of marketing at Compellent which went public and 2007, and was a co-founder at Nishan Systems, acquired by McDATA/Brocade.",,,,@garyorenstein,,
y,y,y,y,m,Lane,Patterson,CTO,Equinix,"CTO, Equinix",,,speaker,y,"Lane Patterson joined Equinix in 2000 as Chief Technology Officer after holding many roles in telecom and Internet companies. Prior to Equinix, Mr. Patterson was Director of IP Network Management Systems for Global Crossing, Inc. where he supported a global IP backbone and first generation content distribution centers. At Metropolitan Fiber Systems, he lead operations of mid-Atlantic Frame Relay, ATM, and related data networking services, as well as the MAE-East Internet exchange point during the first wave of commercial ISP growth. Mr. Patterson has a deep background in telecommunications, Internet routing, and data center computing infrastructure and related technologies.Mr. Patterson received a B.A. in Physics from Cornell University and an M.S. in Computer Science from Johns Hopkins University.",,,,,,http://www.linkedin.com/pub/lane-patterson/0/b26/abb
y,y,y,y,m,Sundar,Pichai,"SVP, Chrome and Apps",Google,"SVP, Chrome and Apps, Google",,,speaker,y,"Sundar is SVP of Chrome & Apps. He leads the product management, engineering and innovation efforts for a suite of consumer products, including Google Chrome, Chrome OS, Gmail and Google Drive. He is also responsible for product development and engineering for Google Apps for Education and Business, a cloud-based suite of productivity applications. Sundar joined Google in 2004 and helped lead the development of Google Toolbar and Google Chrome, consumer products used by hundreds of millions of users. Sundar received a B.Tech from the Indian Institute of Technology and was awarded an Institute Silver Medal. He holds an M.S. from Stanford University and an MBA from the Wharton School, where he was named a Siebel Scholar and a Palmer Scholar.",,,,@sundarpichai,,
y,y,y,y,m,Alexei,Rodriguez,VP of Operations,Evernote Corporation,"VP of Operations, Evernote Corporation",,,speaker,y,"Alexei Rodriguez leads technical operations for Evernote Corporation, the company that wants to help the world to remember everything and get things done. Previously, he was VP of Operations at Proofpoint (NASDAQ:PFPT) where he stewarded transforming the business from enterprise software to a global SaaS provider. Earlier in his career, Alexei held technical operations leadership roles at Ning, Earthlink, and Loudcloud. Alexei received his BSBA in Computer and Information Sciences from the University of Florida.",,,,,,http://www.linkedin.com/pub/alexei-rodriguez/0/320/802
y,y,y,y,m,Thomas,Roloff,COO,EMC Consulting,"COO, EMC Consulting",,,speaker,y,"Thomas P. Roloff is the Chief Operating Officer of EMC Consulting, EMC Corporation’s industry leading, information-centric consulting organization within EMC Global Services. Roloff is responsible for driving the organization’s growth and delivering global leadership for its full range of capabilities across business, application, and infrastructure capabilities. Previously, Roloff served as Vice President of Strategy & Business Development for EMC Global Services, where he oversaw the evolution of EMC’s service catalog and the buy, build, and partner strategies to develop and deploy innovative solutions and services. Prior to EMC, Roloff was a Managing Director at Perot Systems. He also held key positions at CSC/Index and at General Electric. ",,,,,,http://www.linkedin.com/pub/thomas-roloff/32/97a/452
y,y,y,y,m,Dave,Rosenberg,CEO,Nodeable,"CEO, Nodeable",,,speaker,y,"Dave Rosenberg is CEO and founder of Nodeable, a systems intelligence platform for managing and analyzing systems data, making it easy for organizations to interact and collaboratively manage cloud-based systems and services. Previously, Dave was co-founder and CEO of open source middleware provider MuleSoft, CIO of financial services research firm Glass Lewis (acquired in 2007) and principal analyst for the Open Source Development Labs (now The Linux Foundation). With more than 15 years of technical and marketing experience he's held roles at Sprint, OmniSky, NorthPoint Communications, Lucent Technologies and Bell Labs. He is an advisor to DataStax, IT Database, and Puppet Labs.",,,,@dr138,,
y,y,y,y,m,Dave,Rubin,Director of NoSQL Database Development,Oracle,"Director of NoSQL Database Development, Oracle",,,speaker,y,"Dave Rubin runs the NoSQL database development group at Oracle. He has over 20 years of development experience in the areas of operating systems, database internals, scalable systems, and big data. Previously, he ran the back end engineeering teams at Adify (acquired by Cox Media) where he built a big data solution in the online display advertising vertical. He holds four U.S. patents in the areas of database query optimization and advanced transaction models and Bachelor of Science degree in Computer Science from the University of Wisconsin-Madison.",,,,,,
y,y,y,y,m,Paul,Sagan,President and CEO,Akamai,"President and CEO, Akamai",,,speaker,y,"Paul Sagan is President and CEO of Akamai, the leading cloud platform for helping enterprises provide secure, high-performing user experiences on any device, anywhere. Prior to joining Akamai in 1998, Mr. Sagan served as senior advisor to the World Economic Forum, consulting on information technology for the world's 1,000 foremost multinational corporations. Previously, he was president and editor of new media at Time Inc. Mr. Sagan is a three-time Emmy Award winner for broadcast journalism and a winner of Ernst & Young’s Entrepreneur of the Year award in the technology category. In 2010, he was appointed by President Obama to the National Security Telecommunications Advisory Committee and he currently serves as a director at EMC Corp., iRobot Corp. and ProPublica.",,,,,,
y,y,y,y,m,Jason,Seats ,Managing Director,TechStars Cloud,"Managing Director, TechStars Cloud",,,speaker,y,"Jason Seats is the Managing Director of TechStars Cloud. Prior to joining TechStars, Jason was a founder of Slicehost, an early cloud computing hosting company. In 2008 Slicehost was acquired by Rackspace and became the core for the initial Cloud Servers product. Jason continued on at Rackspace until 2010 as VP of software development for Rackspace Cloud, managing the cloud engineering teams.Jason has a B.S. in Computer Science and a B.S. in Electrical Engineering from Parks College of Engineering, Aviation and Technology at Saint Louis University.",,,,@seats,,http://www.linkedin.com/in/jasonseats
y,y,y,y,m,Byron,Sebastian,GM of Heroku and EVP Platforms,salesforce.com,"GM of Heroku and EVP Platforms, salesforce.com",,,speaker,y,"Byron Sebastian leads the global Platforms teams and organizations at salesforce.com and runs Cloud Platform as a Service (PaaS innovator Heroku. San Francisco-based Heroku offers an industry-leading Ruby-based runtime platform as a service. Heroku was acquired by salesforce.com in December 2010. Sebastian was GM of BEA's WebLogic Platform division from 2001 to 2003 and vp of product management of Crossgain, a software development company and pioneer in developing tools and applications to build web services. Acquired by BEA, Crossgain's ""Cajun"" project became BEA's WebLogic Workshop product and is shipped today by Oracle. In 2004 Sebastian founded SourceLabs, an open-source software and services startup sold to EMC in January 2009. Sebastian is former an entrepreneur in residence at Ignition Partners.",,,,,,
y,y,y,y,m,Serban,Simu,VP of Engineering and Co-Founder,Aspera ,"VP of Engineering and Co-Founder, Aspera",,,speaker,y,"Serban is co-inventor of Aspera's fasp™ transport technology and is responsible for overseeing the company's software engineering, and sets the technology direction with co-founder Michelle Munson. Serban has a B.Sc. degree in Computer Science from the Universitatea Politechnica Bucuresti in Bucharest, Romania, and a Masters degree in Telecommunication Networks from Ecole Nationale Superieure des Telecommunications where he finished first in his class. He came to the United States to work for Cisco's Content Networking group, was a lead software engineer at Digital Fountain, and founded Aspera with Michelle Munson in 2004.",,,,,,
y,y,y,y,m,Michael ,Skok,General Partner,North Bridge Venture Partners,"General Partner, North Bridge Venture Partners",,,speaker,y,"Michael Skok joined North Bridge Venture Partners in 2002 to seek out great entrepreneurs and lead innovative software investments. Prior to this, Michael had himself been an entrepreneur and CEO in the software business for 21 years. He founded, led and attracted over $100M in private equity to his investments in several successful software companies. As a VC, Michael has backed many great entrepreneurs to focus on large market changing technologies and disruptive business models such as SaaS, Cloud Computing, Open Source and Mobile. Representative investments include Acquia, Akiban, Apperian, Demandware(NYSE:DWRE), and Unidesk, as well as Actifio and Revolution Analytics.He can be contacted at mjskok@northbridge.com, twitter:@mjskok and website www.mjskok.com.",,,,@mjskok,,http://www.linkedin.com/in/mskok
y,y,y,y,f,Stephanie,Tayengco,VP of Network Operations and Engineering,Logicworks,"VP of Network Operations and Engineering, Logicworks",,,speaker,y,"Stephanie serves as Vice President of Network Operations and Engineering at Logicworks where she oversees all aspects of client support, project management, new service design and implementation, and operations auditing for SSAE16/SOC1 70 and PCI compliance. Her areas of expertise include supporting highly available scalable architectures, using public and private cloud resources, and collaborating with our clients to integrate our IT operations with theirs. She holds a MA degree from Columbia University and a BA from the University of Pennsylvania.",,,,,,
y,y,y,y,m,Lew,Tucker,VP and CTO,Cisco Systems,"VP and CTO, Cisco Systems",,,speaker,y,"Lew Tucker is Vice President and Chief Technology Officer of Cloud Computing at Cisco, and is responsible for shaping Cisco'scloud strategy and products. Tucker has more than 20 years of experience in the high-tech industry, ranging from distributed systems and A.I. to systems architecture. Prior to Cisco, he was CTO for Cloud Computing at Sun Microsystems and led the development of SunCloud. Other achievements in his career include Salesforce.com’s AppExchange, the java.com developer community, and the massively parallel Connection Machine. He’s currently leading a team working on the Quantum networking service in the OpenStack community. Tucker holds a  B.A. from Cornell University, and a Ph.D. in computer science from the Polytechnic Institute of New York University.",,,,@lewtucker,,http://www.linkedin.com/profile/view?id=25266
y,y,y,y,m,Juergen ,Urbanski,VP Cloud Architectures and Technologies,T-Systems,"VP Cloud Architectures and Technologies, T-Systems",,,speaker,y,"Juergen Urbanski is Vice President Cloud Architectures & Cloud Technologies at T-Systems, the $13bn IT Services Division of DeutscheTelekom.  As the technical lead on Deutsche Telekom’s four-member Cloud Leadership Team, he is accountable for driving the transformation of ICT services production towards cloud-enabled business outcomes such as rapid innovation, fast time to market, high capital efficiency and advanced cloud security. As the chief technologist for T-Systems, he is responsible for making innovation and emerging technologies accessible to enterprise customers as well as overseeing IT strategy and architecture for large customers that are in transition. Previously, he was Managing Director and Co-Founder of TechAlpha, an investment research boutique based in San Francisco. Prior, Juergen was a Director of Marketing and Product Management with NetApp, where he had responsibility for growing the company’s Consulting and Integration business to over $60m in revenue.  After his Wharton MBA, he spent 4 years with McKinsey and Company in Silicon Valley.",,,,,,http://www.linkedin.com/pub/juergen-urbanski/0/122/b18
y,y,y,y,m,James ,Urquhart,VP of Product Strategy,enStratus ,"VP of Product Strategy, enStratus ",,,speaker,y,"James Urquhart is vice president of product strategy for enStratus, the leading enterprise cloud management solution. Named one of the ten most influential people in cloud computing by both the MIT Technology Review and The Next Web, and contributing author to GigaOm’s cloud coverage (http://gigaom.com/author/jurquhart), Mr. Urquhart brings a deep understanding of these disruptive technologies and the business opportunities they afford. Mr. Urquhart is a seasoned field technologist with 20 years of experience in distributed systems development and deployment, focusing on service-oriented architectures, cloud computing, and virtualization. Prior to joining Cisco, Mr. Urquhart held leadership roles at Forte Software, Sun Microsystems, and utility computing infrastructure vendor Cassatt Corporation.",,,,@jamesurquhart,,http://www.linkedin.com/in/jurquhart
y,y,,y,m,Peter,van Hardenberg ,"Co-Founder, Heroku Postgres",Heroku,"Co-Founder, Heroku Postgres, Heroku",,,speaker,y,"Peter is a founding member of Heroku's Department of Data. Peter has overseen the project from conception to becoming the largest Postgres installation in the world, and has spoken on cloud databases at conferences around the world. As an early member of the Heroku team, he possesses rare insight into the needs and usage patterns of cloud database users, and is intimately familiar with their care and feeding.",,,,@pvh,,
y,y,y,y,m,Werner,Vogels,CTO and VP,Amazon,"CTO and VP, Amazon",,,Speaker,y,"Dr. Vogels is Vice President & CTO at Amazon.com where he is responsible for driving the company's technology vision, which is to continuously enhance innovation on behalf of Amazon's global customers. Prior to joining Amazon, he worked as a researcher at Cornell University where he led several research projects that targeted the scalability and robustness of mission-critical enterprise computing systems. He has held positions of VP of Technology and CTO in companies that handled the transition of academic technology into industry. Vogels holds a Ph.D. from the Vrije Universiteit in Amsterdam and has authored many articles, most of them on distributed systems technologies for enterprise computing. He was named the 2008 CTO of the Year by Information Week for his contributions to Cloud Computing.",,,,,,
y,y,y,y,m,John,Vrionis ,Managing Director,Lightspeed Venture Partners,"Managing Director, Lightspeed Venture Partners",,,speaker,y,"John joined Lightspeed in 2006 and focuses primarily on information technology infrastructure with a particular investment interest in atacenter technologies. Previously, John worked in product management and marketing with Determina (acquired by VMware), and was an initial member of the executive team at Freedom Financial Network. John holds an MBA from Stanford University, an MS in Computer Science from the University of Chicago and a BA from Harvard University.
",,,,@jvrionis,,http://www.linkedin.com/pub/john-vrionis/0/a9/554
y,y,y,y,m,Jason,Waxman,"VP and GM, Cloud Infrastructure Group",Intel Corporation,"VP and GM, Cloud Infrastructure Group, Intel Corporation",,,speaker,y,"Jason Waxman is General Manager of the Cloud Infrastructure Group (CIG) at Intel.  He is responsible for Intel's products and technologies for large data centers including silicon components, optimized system design, software, management and data center facility optimization. Jason's business responsibility focuses on working with systems and software vendors to address the needs of the cloud service provider industry including internet data centers, telcos, infrastructure / software-as-a-service and hosting. Jason holds executive positions in industry design efforts including the board of the Open Compute Foundation, the Server System Infrastructure Forum and as technical advisor to the Open Data Center Alliance.  Jason holds Bachelor and Masters Degrees in engineering and a Masters of Business Administration from Cornell University.   He can be followed on twitter @jpwaxman.",,,,@jpwaxman,,
y,y,y,y,m,Joe,Weinman,SVP,Telx,"SVP, Telx",,,speaker,y,"Joe Weinman is responsible for leading Telx’s fast-growing cloud services business development and strategy.  He joined Telx® with over 30 years of experience in executive leadership positions at AT&T, Hewlett-Packard, and Bell Laboratories, in areas such as corporate strategy, business development, product management, operations, and R&D.  Named a “Top 10 Cloud Computing Leader” by TechTarget, Weinman is a frequent keynote speaker, blogger and the founder of Cloudonomics— a rigorous, multidisciplinary approach to valuing the cloud.   He has been awarded 14 U.S. and international patents in diverse fields and has been showcased in numerous global broadcasts, print and online publications.  He has a Bachelors and Masters in Computer Science from Cornell University and UW-Madison respectively, and has completed Executive Education at the International Institute for Management Development in Lausanne.",y,"With over 30 years in executive leadership positions at AT&T, Hewlett-Packard, and Bell Laboratories, Weinman leads Telx’s fast-growing cloud services business development and strategy.",,@joeweinman,https://www.facebook.com/joe.weinman.5,http://www.linkedin.com/in/joeweinman
