Date,Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
,,,,,,,,Stephen O'Grady ,Principal Analyst and Co-Founder,RedMonk
,4:05 PM,Cloud trailblazers: 10 for 2013,,"Avinash Lakshman, the founder of Hedvig, talks about rethinking storage for massively distributed architectures.",,,,Avinash Lakshman,Founder,Hedvig
,4:10 PM,Energy blooms at eBay’s innovative data center in Utah: eBay and Bloom Energy,,"The world’s data centers consume more electricity than Sweden and Iran combined. Data centers are facing an energy crisis in the 21st century: As the cloud demands more computing power and customers demand more distributed data centers, energy infrastructure designed for civic use starts to be strained. In this talk we hear for the first time about the innovative energy deployment for the eBay data center in Utah and what it teaches us about the future of energy supply for the cloud.",Ucilia Wang,Contributing Writer,"GigaOM, Forbes and Renewable Energy World",Peter Gross,"VP, Mission Critical Systems",Bloom Energy
,,,,,,,,Dean Nelson,"VP, Global Foundation Services",eBay
,4:30 PM,The curse of the burst       ,,"Gary Grider builds some of the biggest supercomputers for the U.S. government and its agencies. In this session he talks about dealing with bursts of data today. Today his bursts of data are 200 TB in size in 5 minutes, and by the end of the decade they will be 30 PB in 5 minutes. He talks about the effects on his machines, networks and file systems and their impact on his archive technology investment strategy. This talk will hint at problems that will arise for service providers and large compute users in the future.",Derrick Harris,Senior Writer,GigaOM,Gary Grider,HPC Division Leader,Los Alamos National Lab
,4:50 PM,Dark architecture and how to forklift upgrade your infrastructure with zero downtime,,"Everyone’s infrastructure eventually needs an upgrade. However, most companies go about it the wrong way. Flag days — when 100 percent of improvements are switched over on a single day — are still popular, even though they’re ineffective and with the potential for disastrous breakdown. Cory von Wallenstein, the CTO of Dyn, will explain how the company eliminates the risk while still having its service operate at the highest level. In this talk von Wallenstein describes what ""dark architecture"" means and why you should should upgrade your infrastructure a small piece at a time off to the side and then test. This speech can save money, time and headaches. It’s definitely a must-see. ",,,,Dave Connors,"VP, Technical Operations",Dyn
,5:05 PM,"Hacking the cloud: Rethink hardware, rethink app delivery, turn off your instances and save money",,"We are seeing some early signals for new product categories. In the cloud, where you can pick and choose your infrastructure, you can optimize on performance and cost. We assemble some of the alpha technologists and hackers out there to talk about how they are hacking together bespoke solutions to optimize and save money on their infrastructure and how their actions extrapolate a line for future infrastructure products, as well as trends that you should be looking out for.",Derrick Harris,Senior Writer,GigaOM,Gleb Budman,Co-Founder and CEO,Backblaze Online Backup
,,,,,,,,Adrian Cockcroft,Cloud Architect,Netflix
,5:25 PM,CLOSING REMARKS,,,,,,Stacey Higginbotham,Senior Writer,GigaOM
,,,,,,,,Om Malik,Founder and Senior Writer,GigaOM
,5:30 PM,HP CLOUD SERVICES COCKTAIL RECEPTION ,,,,,,,,
