IMPORTANT: Structure 2011 Speaker Information Request,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type (default: speaker),Bio Ready?,Biography,Featured,Short Desc,timestamp,P Twitter,P Facebook,P LinkedIn,
y,y,y,y,f,Jennifer,Lin,Product Management Lead,Juniper Networks,"Product Management Lead, Juniper Networks",1,,speaker,y,"Jennifer Lin leads SDN Product Management activities at Juniper Networks. Prior to Juniper, Jennifer was VP, Product Management at Contrail Systems, a software startup which was acquired by Juniper Networks. Previously, she led Product Management and Product Marketing activities for Cisco's Connected Energy Networks, Wireless Networking, Mobility Services, and Enterprise Routing businesses. She has led numerous partner/developer ecosystem programs to drive interoperability across grid, sensor networking and wireless/mobility services in both enterprise and SP environments. Jennifer holds BSE from Princeton University and MSE from Stanford University.",y,,,@JuniperNetworks,,,
y,y,y,y,m,David,Linthicum,Analyst,GigaOM Research,"Analyst, GigaOM Research",,,speaker,y,"Leading technology publications frequently name David S. Linthicum among the top 10 enterprise technologists in the world. He is a true thought leader in the industry, and an expert in complex distributed systems, including cloud computing, data integration, service oriented architecture (SOA), and big data systems. As the author of over 13 books on computing with over 3,000 published articles, as well as radio and TV appearances as a computing expert, he is often quoted in major business and technology publications. In addition, David is a frequent keynote presenter at industry conferences, with over 500 presentations given in the last 20 years.",,,,@DavidLinthicum,,http://www.linkedin.com/in/davidlinthicum/,
y,y,y,y,m,Mike,Lydon,CTO,TopCoder,"CTO, TopCoder",,,speaker,y,"Mike Lydon is a Co-Founder and has been the Chief Technology Officer of TopCoder, Inc. since April of 2001. Lydon and his team built the TopCoder web site and distributed, competitive development methodology, the user interface, and the incentives that motivate performance as well as participation by TopCoder’s over 425,000 registered members. Lydon is the Principal Investigator on the DARPA CS-STEM program to leverage games and crowdsourcing to develop skills and interest in CS among high school students. Lydon is also a Co-Principal Investigator on the DARPA InSPIRE program, leading TopCoder's effort in working with MIT to build zerorobotics.org - a robotics competition aboard the International Space Station. Lydon is an expert on crowdsourcing and on leveraging a competitive development methodology to construct enterprise software.",,,,@TopCoder,,http://www.linkedin.com/pub/michael-lydon/6/167/56a,
y,y,y,y,f,Jo,Maitland,Research Director,GigaOM Research,"Research Director, GigaOM Research",,,speaker,y,"Jo Maitland is Research Director for the Infrastructure/Cloud channel at GigaOM Pro. Jo has been a technology journalist and analyst for 15+ years specializing in enterprise IT trends, specifically infrastructure virtualization, storage and cloud computing. At Forrester Research and The 451 Group, Jo covered cloud-based storage and archiving and the challenges of long term digital preservation. At TechTarget Jo was Executive Editor of several websites covering virtualization and cloud computing. She managed a team of reporters and editors and wrote news, features and columns for those sites which became leading information resources under her guidance. Jo has spoken at several major industry events including NetWorld + Interop and VMworld on virtualization and cloud computing trends. She has a BA (Hons) in Journalism from the University of Creative Arts in the UK. In her spare time Jo enjoys adventures in new places, extreme sports, writing screenplays and watching movies.",,,,@JoMaitlandSF,,,
y,y,y,y,m,Om,Malik,Founder and Senior Writer,GigaOM,"Founder and Senior Writer, GigaOM",,,speaker,y,"Om Malik has more than 15 years of experience as a journalist covering technology and business news. He was part of the founding team of Forbes.com as a Senior Editor. He then went on to become a senior writer at Red Herring during its glory days before joining Business 2.0 in March 2003, covering telecom, innovation and broadband stories. His contributions have been published in The Wall Street Journal, The Economist and MIT Technology Review. Additionally, Om is the author of “Broadbandits: Inside the $750 Billion Telecom Heist.” He is also the recipient of many industry awards, including Excellence in Journalism from the Society of Professional Journalists in 2001 and the Gold Award from American Society of Business Publication Editors in 2001.",,,,@Om,,,
y,y,y,y,m,Paul,Maritz,Chief Strategist,EMC,"Chief Strategist, EMC",,,speaker,y,"Paul Maritz is Chief Strategist of EMC Corporation. With revenues of $20 billion in 2011 and more than 53,000 people worldwide, EMC is a global leader in enabling businesses and service providers to transform their operations and deliver IT as a service. Fundamental to this transformation is cloud computing. Through innovative products and services, EMC accelerates the journey to cloud computing, helping IT departments to store, manage, protect and analyze their most valuable asset — information — in a more agile, trusted and cost-efficient way. As Chief Strategist, Maritz drives EMC's technology strategy with a particular focus on Big Data and the next generation of cloud-oriented applications. He is also responsible for M&A, strategic investments and emerging technologies.",y,"As Chief Strategist, Paul drives EMC's technology strategy with a focus on Big Data and the next gen of cloud-oriented applications. He'll share how he's helping to make customers with growing big data demands happy.",,@EMCcorp,,,
y,y,y,y,f,Heather,Marquez,"Manager, Asset Strategy and Optimization",Facebook,"Manager, Asset Strategy and Optimization, Facebook",,,speaker,y,"Heather is a dedicated hardware Asset Manager with over eight years of experience in high growth technology Operations, IT and Engineering departments. She has developed a true passion for the data lifecycle and asset strategy, which was not even a thought during her studies to originally become a Marine Biologist. Heather has a proven ability to think strategically and bring a clear understanding of the alignment required to scale the hardware asset portfolio, while ensuring the lowest cost. Currently managing the Asset Strategy & Optimization team at Facebook, she is helping to change the industry.",y,"As Manager, Asset Strategy and Optimization at Facebook, Heather knows what it's like to plan for future infrastructure needs. She'll join Tamara Budec, Goldman Sachs & Co. and Amaya Souarez, Microsoft for a session on capacity planning at scale.",,@Facebook,,,
y,y,y,y,m,Douglas,Merrill,Founder and CEO,ZestFinance,"Founder and CEO, ZestFinance",,,speaker,y,"Dr. Douglas C. Merrill is the founder and CEO of ZestFinance, a financial services technology company that uses data to help make better credit underwriting decisions in order to provide credit alternatives to the underbanked. He is also the author of Getting Organized in the Google Era. Previously, Merrill was CIO and VP of Engineering at Google where he oversaw internal engineering and technology and led multiple strategic efforts, including Google's 2004 IPO and its related investor program and regulatory activities. He most recently served as COO of New Music and President of Digital Business at EMI Music. Merrill holds an MA and Ph.D. in Psychology from Princeton University, and a BA from the University of Tulsa in Social and Political Organization.",y,The Founder and CEO of ZestFinance tells us how he’s making the most of big data to create disruptive products that improve people’s lives.,,@DouglasMerrill,,www.linkedin.com/pub/douglas-merrill/0/441/290,
y,y,y,y,m,Stephen,Messer,Vice Chairman,Collective[i],"Vice Chairman,  Collective[i]",,,speaker,y,"Mr. Stephen Messer is Co-founder and Vice Chairman of Collective[i], the first Big Data network to deliver enterprise-wide analyses curated and developed by the world’s leading data scientists directly to business users in order to answer essential questions about marketing, sales, service and support data. Mr. Messer is Chairman of the Council for Accountable Advertising, an industry association for best-of-breed advertising technologies, and is Co-Founder and President of World Evolved, a platform for global investment and expansion. Prior to these ventures, Mr. Messer, along with his sister, Ms. Heidi Messer, founded, built and managed LinkShare Corporation until its sale in 2005 to Rakuten for $425m. Mr. Messer holds a J.D. from the Benjamin N. Cardozo School of Law and a B.A. from Lafayette University.",,,,@smesser11,,,
y,y,y,y,m,Paul,Miller,"Founder, Cloud of Data and Analyst",GigaOM Research,"Founder, Cloud of Data and Analyst, GigaOM Research",,,speaker,y,"Paul is an analyst and consultant, based in the Yorkshire (UK) market town of Beverley, but working with clients world-wide. He mainly helps them understand the opportunities (and pitfalls) around cloud computing, big data, and open data, but also podcasts and writes for technology sites such as GigaOM Pro and SemanticWeb.com. His background includes public policy and standards work, several years in management at a UK software company... and a Ph.D in Archaeology.",,,,"@paulmiller
",http://www.facebook.com/profile.php?id=610521030,http://www.linkedin.com/in/pau1mi11er,
y,y,y,y,m,Ravi,Murthy,Engineering Manager,Facebook,"Engineering Manager, Facebook",,,speaker,y,"Ravi Murthy is engineering manager of Analytics Infrastructure at Facebook. He leads development of the big data platform for one of the largest data warehouses in the world. His teams develop popular open source software such as Hive and Hadoop(Corona), as well as systems for interactive queries, real-time stream processing, and graph analytics. Previously he was Senior Director of Engineering at Oracle Corporation leading a new product for end-users to build database applications with spreadsheet-like interface. He also worked on various aspects of Oracle RDBMS-extensible data management, parallel/distributed, object-relational and indexing technologies. Ravi holds more than 80 approved patents and several publications in academic and industry conferences. He has a Masters degree from University of Wisconsin, Madison and Bachelors degree from IIT Madras.",,,,@Facebook,https://www.facebook.com/ravi.murthy,http://www.linkedin.com/in/theravimurthy/,
y,y,y,y,m,Mohan,Namboodiri,"VP, Customer Analytics",Williams-Sonoma,"VP, Customer Analytics, Williams-Sonoma",,,speaker,y,"As VP, Customer Analytics for Williams-Sonoma, Inc., Mohan Namboodiri is in charge of helping the company understand customer behavior across channels and oversees the Statistical Modeling and Customer Insights teams. Having led analytic teams at Williams-Sonoma for the the past 7 years, he is primarily focused on the application of statistical and data mining analytics to a wide range of commercial problems, particularly as they relate to customer relationship management. Namboodiri has spent more than 20 years working in data analysis roles ranging from Epidemiologic research at the American Cancer Society to studies of new drug efficacy at Merck Research Labs and CRM analytics at SAS Institute. He holds a B.S. in Physics from Cornell University and a Masters in Public Health from Emory University.",y,"As VP, Customer Analytics for Williams-Sonoma, Inc., Mohan Namboodiri joins John Sotham, BuildDirect on stage to give his take on what the complex new real time insights on masses of data will do for the modern business landscape.",,@WilliamsSonoma,,,
y,y,y,y,f,Ann,Neidenbach,SVP of Technology,The NASDAQ OMX Group,"SVP of Technology, The NASDAQ OMX Group",,,speaker,y,"Ann is responsible for managing the strategic planning and development of the Global Technology products and services for NASDAQ OMX markets and commercial offerings. She is additionally responsible for the delivery team of NASDAQ OMX Market Technology customers worldwide. Ann rejoined NASDAQ OMX from Citi, where she served as Managing Director, responsible for the technology, infrastructure and support for Citi’s Electronic Trading Group in the U.S.,Europe, and Asia. Ann was also Global Head of Operations for Lava Trading, managing all aspects of Lava’s operations of its equities and F/X platforms, overseeing many business units. She previously spent 20 years at NASDAQ OMX holding positions as COO/CIO of NASDAQ Europe and NASDAQ Deutschland.
",y,As Senior Vice President for NASDAQ OMX Ann is responsible for managing the strategic planning and development of Global Technology Products and Services for the exchange’s markets and commercial offerings. ,,@NASDAQOMX,,,
y,y,y,y,m,Dave,Ohara,"Founder, GreenM3 and Analyst",GigaOM Research,"Founder, GreenM3 and Analyst, GigaOM Research",,,speaker,y,"Dave Ohara has spent his employment career at HP, Apple, and Microsoft working in manufacturing, distribution, purchasing, hardware and software product development, marketing and evangelism. Seven years ago Dave took the journey into data centers, cloud, and big data as an independent to have more freedom to explore innovation beyond typical boundaries. Days are now spent working on new services, consulting, researching, and blogging to explore new areas. A recent topic is Data Center Capacity Planning which require an internal and external situation awareness to plan for the expected and unexpected.",,,,@greenm3,,www.linkedin.com/pub/dave-ohara/0/648/25,
y,y,y,y,m,Michael,Palmer,Head of Innovation ,Aetna,"Head of Innovation, Aetna",,,speaker,y,"Michael Palmer is Head of Innovation at Aetna, and leads the Aetna Innovation Labs. Michael has over twenty six years of healthcare consulting and operating leadership in: innovation; IT strategy; large scale transformation initiatives; organizational design; and change management. Prior to joining Aetna, Michael held a variety of leadership positions at Accenture from 1993 to 2011, serving clients across the provider, payer and medical technologies industries. Before that, he worked in healthcare at EDS (now HP) for 6 years. Michael has a B.S. in Computer Science from the University of Maryland. He has lectured for various industry/corporate organizations worldwide, and serves on several boards. He lives in Boston, Massachusetts.",,,,@byMichaelPalmer,,http://www.linkin.com/in/mepalmer,
y,y,y,y,m,Todd,Papaioannou,Founder and CEO,Continuuity,"Founder and CEO, Continuuity",,,speaker,y,"Todd Papaioannou is Founder and CEO of Continuuity, a stealth Big Data startup. Todd has over 15 years of Internet and Enterprise software experience covering a variety of senior leadership roles in R&D, product and corporate strategy, marketing and PS. Prior to Continuuity, Todd was an EIR at Battery Ventures where he focused on developing opportunities in the Cloud, BigData and Digital Media markets. Prior to Battery, Todd was the Chief Cloud Architect at Yahoo! and held exec leadership positions at both Teradata and Greenplum. Todd likes to think he was doing BigData before the term became popular. Before that, Todd was Co-Founder and CEO of DALi, Inc, an early stage distributed social gaming company. Todd holds a PhD in artificial intelligence and distributed systems.",y,,,@drluckyspin,,http://www.linkedin.com/profile/view?id=1743217,
y,y,y,y,m,DJ,Patil,Data Scientist in Residence,Greylock Partners,"Data Scientist in Residence, Greylock Partners",,,speaker,y,"Dr. DJ Patil, Data Science in Residence, Greylock Partners. DJ has held roles as the Chief Scientist, Chief Security Officer and Head of Analytics and Data Products Teams at LinkedIn. He’s also held roles at Skype, PayPal, and eBay. He is known for co-coining the term Data Scientist. In 2011 he was ranked in Forbes Data Scientist list as #2 behind Larry Page. At the University of Maryland, his research focused on nonlinear dynamics and chaos theory and he helped start a research initiative on numerical weather prediction. As an AAAS Science & Technology Policy Fellow for the Department of Defense, Patil directed efforts to leverage social network analysis and the melding of computational and social sciences to anticipate emerging threats to the US. ",y,"As Data Science in Residence at Greylock Partners, DJ dishes on the next big issues that are impeding the progress of data science.",,@dpatil,,http://www.linkedin.com/in/dpatil,
y,y,y,y,m,Jan,Puzicha,Co-Founder and CTO,Recommind,"Co-Founder and CTO, Recommind",,,speaker,y,"Dr. Puzicha is the Chief Technology Officer at Recommind, where he is responsible for translating abstract research into Recommind's highly scalable product line. He is an expert in real-time information optimization and statistical modeling. Previously, he held a research fellow position in the Computer Science Department at UC Berkeley, where he worked on machine learning problems and cutting-edge research in graphical models and computer vision. Dr. Puzicha holds a Ph.D. from the University of Bonn, where he graduated with honors. His strengths lie in his ability to turn mathematical models and algorithms into working industrial products.",,,,@Recommind,,,
y,y,y,y,m,Samantha,Ravich,Co-Chair,National Commission for the Review of R&D in the Intelligence Community,"Co-Chair, National Commission for the Review of R&D in the Intelligence Community",,,speaker,y,"Dr. Samantha Ravich consults with private industry and government on international security, financial, and political risk. She is Co-Chair of the National Commission for Review of Research and Development Programs in the Intelligence Community and a Senior Advisor to The Chertoff Group. Ravich was Deputy National Security Advisor to VP Cheney and served in the White House for 5½ years. Ravich was the VP's representative on Asian and Middle East Affairs, Counter-Terrorism, and Counter-Proliferation. At the WH, she also worked on Free Market and Democracy Promotion, spearheading a number of government wide initiatives. Ravich received her Ph.D. in Policy Analysis from the RAND Graduate School and her MCP from the University of Pennsylvania as well as her BSE in Finance from the Wharton School.",,,,,,,
y,y,y,y,m,Silvius,Rus,"Director, Big Data Platforms",Quantcast,"Director, Big Data Platforms, Quantcast",,,speaker,y,"Silvius Rus directs, manages and participates in the development of Big Data Platforms at Quantcast: data language runtimes (SQL, Sawzall), proprietary petabyte-scale MapReduce, interactive Big Data analytics, stream and realtime processing, cluster resource management and distributed file systems. Before Quantcast he was at Google working on Gmail load balancing, server performance and C++ compiler optimization. Silvius holds a PhD in computer science from Texas A&M University.",,,,@silviusrus,,http://www.linkedin.com/in/silviusrus,
y,y,y,y,m,Vlad,Sejnoha,CTO,Nuance Communications,"CTO, Nuance Communications",,,speaker,y,"As Nuance's Chief Technology Officer, Vlad Sejnoha oversees Nuance's research and focuses on core technology and product strategy, with an emphasis on emerging areas including natural language processing and mobile applications. Prior to joining Nuance, Vlad was the Chief Scientist at L&H, and earlier at Kurzweil AI, where he was responsible for creating technology for a number of commercially successful speech recognition products, including large vocabulary continuous speech dictation systems. Vlad has over 20 years experience in the field of speech recognition and holds thirteen US patents.",,,,,,,
y,y,y,y,m,Arijit,Sengupta,CEO,BeyondCore,"CEO, BeyondCore",,,speaker,y,"Arijit Sengupta is the CEO of BeyondCore and Chair of the Big Data and Advanced Analytics group at SRII. BeyondCore Lucid automates the Data Scientist function. BeyondCore received awards such as Gartner Cool Vendor 2012 and GigaOm Structure Launchpad 2011. Arijit has guest lectured at Stanford; spoken at conferences in a dozen countries; and was written about in The World Is Flat 3.0, New York Times, San Jose Mercury News, etc. Arijit held leadership positions at several industry associations and previously worked at Oracle, Microsoft, and Yankee Group. He has been granted eight patents in the domains of analytics and privacy. Arijit holds an MBA with Distinction from the Harvard Business School and Bachelor degrees with Distinction in Computer Science and Economics from Stanford University.",,,,@beyondcoreinc,,www.linkedin.com/in/asengupta,
y,y,y,y,f,Sharmila,Shahani-Mulligan,Founder and CEO,ClearStory Data,"Founder and CEO, ClearStory Data",,,speaker,y,"Sharmila has spent 18+ years building game-changing software companies in a variety of markets. She has been EVP & CMO at numerous software companies, including Netscape, Kiva Software, AOL, Opsware, and Aster Data. She drove the creation of several multi-billion dollar market categories, including application servers, data center automation, and big data analytics. She is on the board of Hadapt and Lattice Engines, advisor to numerous companies, large and small, and an active investor in early stage companies.",,,,@ShahaniMulligan,http://www.facebook.com/pages/ClearStory-Data/217194508375985?fref=ts,http://www.linkedin.com/pub/sharmila-shahani-mulligan/15/997/1ab,
y,y,y,y,m,Vipul,Sharma,Director of Data Engineering,Eventbrite,"Director of Data Engineering, Eventbrite",,,speaker,y,"Vipul Sharma is leading the Data Engineering group at Eventbrite, a self-service ticketing platform, where he and his team work on big data problems like platform, recommendation systems, search, and social graph mining. Throughout his career, he has spent many years fighting spam using machine learning and big data.",y,,,@vipulsharma,http://www.facebook.com/desikid,http://www.linkedin.com/in/vipulsharma3,
y,y,y,y,m,Justin,Sheehy,CTO,Basho,"CTO, Basho",,,speaker,y,"Justin Sheehy is the CTO of Basho Technologies, the company behind the creation of Webmachine and Riak. As Chief Technology Officer, Justin Sheehy directs Basho's technical strategy, including integration with other platforms and new research into storage and distributed systems. Most recently before Basho, he was a principal scientist at the MITRE Corporation and a senior architect for systems infrastructure at Akamai. At both of those companies he focused on multiple aspects of robust distributed systems, including scheduling algorithms, language-based formal models, and resilience.",,,,@justinsheehy,,www.linkedin.com/in/justinsheehy,
y,y,y,y,m,David,Shim,Founder and CEO,Placed,"Founder and CEO, Placed",,,speaker,y,"David Shim is the Founder and CEO of Placed, Inc. Previously David held the role of Director of Product and Operations at Quantcast. As Director of Product he drove Quantcast Marketer from concept to an audience platform used by hundreds of advertisers and measuring over 6 billion actions a month. David pivoted to Director of Operations as part of the launch of Quantcast Lookalikes, the primary revenue generating product for Quantcast. Prior to Quantcast, David held leadership roles at WebTrends and Farecast (acquired by Microsoft in 2008). David has presented at numerous industry conferences including MobileBeat, ad:tech New York, iMedia Breakthrough Summit, O’Reilly Strata, Where, and Under the Radar.",,,,@placedinc,,http://www.linkedin.com/in/davidshim,
y,y,y,y,m,Tomer,Shiran,"Director, Product Management",MapR Technologies,"Director, Product Management, MapR Technologies",,,Speaker,y,"Tomer Shiran heads the product management team at MapR and is responsible for product strategy, roadmap and requirements. Prior to MapR, Tomer held numerous product management and engineering roles at Microsoft, most recently as the product manager for Microsoft Internet Security & Acceleration Server (now Microsoft Forefront). He is the founder of two websites that have served tens of millions of users, and received coverage in prestigious publications such as The New York Times, USA Today and The Times of London. Tomer is also the author of a 900-page programming book. He holds an MS in Computer Engineering from Carnegie Mellon University and a BS in Computer Science from Technion - Israel Institute of Technology.",,,,@tshiran,,,
y,y,y,y,m,Gurjeet,Singh,Co-Founder and CEO,Ayasdi,"Co-Founder and CEO, Ayasdi",,,speaker,y,"Gurjeet Singh is a co-founder of Ayasdi, has a Bachelor’s degree from Delhi University, and a Master’s and Ph.D. degree in Computational Mathematics from Stanford University. Gurjeet first met Gunnar Carlsson at Stanford during his PhD and this led to Gurjeet’s graduate work and thesis on the theory, algorithms and applications of Topological Data Analysis (TDA), as well as, Gurjeet’s participation on Gunnar’s DARPA funded research project to study how topology can be applied to solve real world problems. During this time, Gurjeet designed and developed various TDA algorithms to bring out the shape and meaning of data. This led to the creation of Ayasdi's core technology and machine-learning algorithms. Gurjeet previously worked at Google and Texas Instruments.",,,,@ayasdi,,www.linkedin.com/in/gurjeetsingh,
y,y,y,y,m,John,Sotham,"VP, Finance",BuildDirect,"VP, Finance, BuildDirect",,,speaker,y,"John joined BuildDirect in 2006 as the Vice President of Finance. In addition to his primary duties, which include raising capital and overseeing all aspects of financial reporting and control, John is also a key member of the strategic analytics team. In this role, his duties include developing both real-time KPIs to support day-to-day performance analysis; and predictive analytics to support and validate strategic decision-making. He brings an extensive background in audit, taxation, and business advisory services to the company. Prior to joining BuildDirect, John was a senior accountant at KPMG. He started his career in the environmental technology industry with Microsep International. John is a designated Chartered Accountant, and holds a Diploma in Technology in Operations Management.",,,,@builddirect,,ca.linkedin.com/pub/john-sotham/1/804/100,
y,y,y,y,f,Amaya,Souarez,"Director, Datacenter Services",Microsoft,"Director, Datacenter Services, Microsoft",,,speaker,y,"Over the past 24 years, Amaya Souarez has been working in various roles as an IT Technical Operations professional, starting with PC support in 1988. Her technical roles included support for various Unix OS, Netware, NT, DOS and Windows workstation and server platforms, servers, network switches/routers, multiplexers, PBX, CAD platforms and a wide variety of other infrastructure. In 1994, she launched an IT systems consulting sole-proprietorship, and supported more than 50 small and medium businesses in the Seattle area for more than 7 years, gaining valuable business experience. In 2001, she joined MS as an Architecture PM on the Networking team, leading to several leadership roles managing MS online infrastructure. Currently, Amaya is Director of the DC Strategy & Automation team, within Data Center Services.",y,,,@microsoft,,http://www.linkedin.com/pub/amaya-souarez/1/422/64a,
y,y,y,y,m,Ashok,Srivastava,Venture Advisor for Trident Capital and Chief Data Scientist,Verizon,"Venture Advisor for Trident Capital and and Chief Data Scientist, Verizon",,,speaker,y,"Ashok N. Srivastava, Ph.D. leads the Data Sciences group at NASA Ames Research Center where he helps set the strategic direction for Data Science at the agency. He is also a Venture Advisor at Trident Capital focusing on big data analytics. He has helped a number of Trident Capital portfolio companies advance their use of data analytics to enhance interaction with customers and operating performance, including Extole, eGistics and Jobvite. A Fellow of the American Association for the Advancement of Science and a thought leader in the areas of big data analytics, machine learning and data mining, Ashok has won numerous awards for his influence on these fields including the IEEE Computer Society Technical Achievement Award for ""pioneering contributions to intelligent information systems.”",,,,@tridentcapital,,,
y,y,y,y,m,Bradford,Stephens,CEO,Drawn to Scale,"CEO, Drawn to Scale",,,speaker,y,"Bradford is the CEO of Drawn to Scale, creators of Spire, the application database for Hadoop. Bradford has a long history in databases and distributed systems, starting at Microsoft working on SQL Server. He was one of the first users of Hadoop and HBase. Prior to a technical career, Bradford ran a large U.S. Presidential campaign and a House race. He holds a BS in Computer Science and Political Science.",,,,@LusciousPear,,http://www.linkedin.com/in/bradfordstephens,
y,y,y,y,m,Muddu,Sudhakar,"VP and GM, Cetas Cloud and Big Data Analytics Platform",Pivotal,"VP and GM, Cetas Cloud and Big Data Analytics Platform, Pivotal",,,speaker,y,"Sudhakar Muddu is a seasoned and successful entrepreneur. Muddu is currently Vice President of the Big Data and Cloud division within VMware, soon to be a part of the new Pivotal Initiative. Muddu founded Cetas in 2010 to solve customer challenges in Big Data, On-line App Analytics and Hadoop Analytics. Before Cetas, Muddu was at EMC as the Chief Strategy Advisorand VP/GM of Cloud Information Services. Muddu came to EMC from Kazeon which he founded and sold to EMC in 2003. Before co-founding Kazeon in 2003, he co-founded Sanera Systems, a next-generation SAN technology company, which was acquired by McData in 2003. Muddu holds a Ph.D. and an M.S. from UCLA and a B.S. from Indian Institute of Technology, Madras.",,,,@smuddu,,www.linkedin.com/pub/muddu-sudhakar/1/548/a3b,
y,y,y,y,m,Ashish,Thusoo,Co-Founder and CEO,Qubole,"Co-Founder and CEO, Qubole",,,speaker,y,"Ashish is the CEO and Co-founder of Qubole, a company that provides a Hadoop/Hive based analytics service in the cloud. Before starting Qubole Ashish ran the Data Infrastructure team at Facebook. Under his leadership the team created one of the largest data processing and analytics platform in the world - a platform that achieved the bold aim of making data accessible to analysts, engineers and data scientists alike within the company. In the process he helped drive the creation of tools, technologies and templates for successful ""big data"" deployments - artifacts that have become mainstream in the ""big data"" revolution. He is also the co-creator of Apache Hive and served as the project's founding Vice President at the Apache Software Foundation.",,,,@ashishthusoo,https://www.facebook.com/athusoo,http://www.linkedin.com/pub/ashish-thusoo/0/5a8/50/,
y,y,y,y,m,Omer,Trajman,VP Field Operations,WibiData,"VP Field Operations, WibiData",,,speaker,y,"Omer joined WibiData in 2012 to run Field Operations. Prior to WibiData, Omer served as VP Technology Solutions and VP Customer Solutions for three years at Cloudera, bringing Hadoop to the enterprise market. He was previously at Vertica (now HP) where he led the Field Engineering team. Omer holds a B.Sc. in Computer Engineering from Tufts University and was a visiting scholar at Oxford University reading in Computation and Engineering, focusing on architectures for large scale distributed systems.",y,,,@otrajman,https://www.facebook.com/WibiData,http://www.linkedin.com/in/omert/,
y,y,y,y,m,Emile,Werr,Head of Product Development and VP,NYSE,"Head of Product Development and VP, NYSE",2,,speaker,y,"Emile is Head of Development for NYSE Big Data Group, a commercial solutions division within Nyse Technologies division, and runs Enterprise Data Architecture for NYSE Euronext. His responsibilities encompass data management and integration strategy, software engineering practices, common data services, federated data architecture, high-performance computing, grid computing and cloud integration. For the past two decades, Emile has provided IT architecture and systems engineering expertise to large Financial Securities organizations, including FINRA, Morgan Stanley, Barclays Capital, Lehman Brothers, Citi, Credit Suisse, Susquehanna and Solomon Brothers. Emile founded Xpheria, a niche middleware and data integration company in 2003, that implemented high-performance data services for Capital Markets, Financial Services, and Regulatory businesses. Emile has software patents in Big Data integration and streaming technologies.",y,,,@NYSEEuronext,,www.linkedin.com/pub/emile-werr/1/9a9/104,
y,y,y,y,m,Ben,Werther,Founder and CEO,Platfora,"Founder and CEO, Platfora",,,speaker,y,"Ben is the Founder & CEO of Platfora, a technology that instantly transforms raw data in Hadoop into interactive, in-memory business intelligence with no ETL or data warehouse required. Prior to Platfora, Ben was VP of Products at DataStax, the commercial leader in Apache Cassandra™. Ben also spent a number of years as head of products at Greenplum (through the EMC acquisition), where he drove product strategy, prioritization and product definition for the company.",,,,@bwerther,,http://www.linkedin.com/in/bwerther/,
y,y,y,y,m,Matt,Wood,Principal Data Scientist,Amazon Web Services,"Principal Data Scientist, Amazon Web Services",,,speaker,y,"Matt Wood focuses on the technical and business aspects of data-intensive computing at Amazon Web Services . With a background in the life sciences and a PhD in Bioinformatics, Matt is interested in helping teams of all sizes bring their ideas to life through technology. Before joining Amazon he worked on web-scale search engines at Cornell University, sequenced DNA in Hinxton and helped build software that drove a new era of genomics in Cambridge.",y,"The Principle Data Scientist at Amazon Web Services, Matt gives us a glimpse into what it's really like handling the data of the world's largest public cloud.",,@mza,,,
