Filled out Fulfillment Form,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type,Bio Ready?,Biography,timestamp
y,yes,yes,yes,M,Felix,Kramer,Founder,"The California Cars Initiative (Calcars.org)
","Founder, The California Cars Initiative (Calcars.org)
",35,,2009 Speaker,yes," Felix Kramer is an entrepreneur and environmentalist. Concentrating on innovative ideas, events and businesses in energy and technology, he builds ambitious and ""first-ever"" projects and companies. He pioneered in desktop publishing and wrote the first book on that business. One of the first online marketers, in '97 he started and in '01 sold eConstructors, the web development marketplace. In '02 he founded CalCars.org to put promote plug-in hybrid vehicles by technology demonstrations and advocacy. In '04 CalCars did the first Prius conversion and in '06 Kramer became the world's first non-technical PHEV consumer owner. The resulting broad campaign has contributed to many carmakers' decisions to build plug-in cars. A Board Advisor to several plug-in related companies, Kramer lives in Silicon Valley.
",1267650302
y,yes,no,yes,M,Om,Malik,Founder,The GigaOM Network,"Founder, The GigaOM Network",28,,2009 Speaker,yes,"Om Malik has more than 15 years of experience as a journalist covering technology and business news. He was a Writer at Red Herring during its glory days, then went on to be part of the founding team of  Forbes.com as a Senior Editor. Most recently, he was a Senior Writer for Business 2.0, covering telecom and broadband stories. His contributions have been published in The Wall Street Journal, The Economist and MIT Technology Review. Additionally, Malik is the author of “Broadbandits: Inside the $750 Billion Telecom Heist.” He is also the recipient of many industry awards, including Excellence in Journalism from the Society of Professional Journalists in 2001 and the Gold Award from American Society of Business Publication Editors in 2001. ",1267650302
y,yes,yes,yes,M,Steve,Westly,Managing Partner,The Westly Group,"Managing Partner, The Westly Group",2,,2009 Speaker,yes,"Prior to founding The Westly Group, he served as the Controller and Chief Fiscal Officer of the state of California. As Controller, he served on 63 other boards and commissions, including CalPERS and CalSTRS, the nation's two largest public pension funds. During his four-year term, Mr. Westly spearheaded innovative tax programs that helped close the State's budget deficit and also led an effort to commit more than $1 billion to clean technology investments. Before running for office, Mr. Westly helped guide the online auction company eBay through its period of most rapid growth, serving as the Senior Vice President of Marketing, Business Development, M&A and International.  Mr. Westly holds a bachelor's degree from Stanford University and an MBA from Stanford's Graduate School of Business, where he served on the faculty for five years.   
",1267650302
Erin filled out,yes,yes,yes,M,Eric ,Miller,"Chief Solutions Officer 
",Trilliant,"Chief Solutions Officer, Trilliant",41,,2009 Speaker,yes,"Eric Miller is Chief Solutions Officer for Trilliant Incorporated.  Eric's career in the energy industry spans more than twenty-five years, combining entrepreneurial, strategic, marketing, and product leadership in the areas of enterprise software, energy efficiency, customer data collection, renewable energy development, and wholesale power marketing. Eric joined Trilliant in late 2008 from Mohr Davidow Ventures, where he focused on investment opportunities in Smart Grid and energy efficiency.  Prior to his position with MDV, Eric was Vice President of Software for Itron and Vice President of Strategy for Silicon Energy. He holds a MS in Resource Systems from the Thayer School of Engineering at Dartmouth College and a BA in Physics from Colorado College.",1267650302
y,yes,yes,yes,M,Bill ,Vogel,CEO and Founder,Trilliant Inc.,"CEO and Founder, Trilliant Inc.
",21,,2009 Speaker,yes,"Bill Vogel has more than twenty-five years of sales, marketing, and business development experience in Automated Meter Reading (AMR), application services, and communications. His hand built teams have secured and managed more than $1 billion in systems and services transactions. Prior to founding Trilliant, Mr. Vogel was Senior Vice-President of Sales and Marketing for Nertec. His background includes Vice President of Marketing and Business Development for CellNet Data Systems. He holds a BS in Economics from California Polytechnic State University. 
",1267650302
y,yes,yes,yes,M,Kenneth G. ,Brill,Executive Director,"Uptime Institute
","Executive Director, Uptime Institute",15,,2009 Speaker,yes,"Kenneth G. Brill is founder and executive director of the Uptime Institute, serving the owners and operators of the world's largest enterprise data centers. Many data center industry innovations over the last 25 years trace back to his original concepts of dual power, the tier system for evaluating and classifying performance, and IT/facility energy efficiency and productivity measurement. Brill’s research informs corporate leaders charged with business performance, profitability, and sustainability. With McKinsey & Co. as a knowledge partner, he launched comprehensive programs for dramatically cutting data center OpEx, CapEx, energy consumption, and carbon footprint in 18 months by benchmarking and controlling IT/facility energy consumption. Brill holds an undergraduate degree in electrical engineering from the University of Redlands and an MBA from the Harvard Business School.
",1267650302
y,yes,yes,yes,M,Jeremy ,Jaech,CEO,"Verdiem Corporation
","CEO, Verdiem Corporation
",33,,2009 Speaker,yes,"As CEO of Verdiem, Jeremy Jaech brings with him a brand of insight, leadership and market-creation strategy that has provided the impetus behind some of today’s most recognizable software applications, such as Microsoft Visio and Adobe Pagemaker. Most recently, Jaech served as co-founder and CEO of Trumba. Prior to Trumba, Jeremy co-founded Visio, where he served as President, CEO and Chairman of the Board from 1990 until its acquisition by Microsoft in 2000. Jeremy began his entrepreneurial path with the founding of the Aldus Corporation in 1984, taking the technical lead to develop the original PageMaker software. Following PageMaker’s success, Jeremy was appointed Aldus’ Vice President of Engineering and oversaw development of all Aldus products before it was acquired by Adobe. 
",1267650302
sent,yes,yes,yes,M,Raffi,Krikorian,Co-Founder,Wattzon.com,"Co-Founder, Wattzon.com",40,,2009 Speaker,yes,"Raffi Krikorian is one of the people behind WattzOn.com, a tool to help people quantify, track, compare, and understand the energy needed to support their lifestyle. Its stated goal is to help people find ways to reduce their roles in climate change. Krikorian is an engineer who has a passion for making technical details accessible to all: he has authored a book on hacking the TiVo, co-created the “Internet Zero” for device level inter-networking, and lectured at NYU’s Interactive Telecommunications Program (one of the US's top D-schols). Krikorian is the senior partner at Synthesis Studios, a software design and strategy consultancy, and holds a SB/MEng in EE/CS from MIT, and a SM from the Physics and Media group of the MIT Media Lab. ",1267650302
y,yes,yes,yes,M,Alexis ,Madrigal,Staff Writer,"Wired.com
","Staff Writer, Wired.com",23,,2009 Speaker,yes,"Alexis Madrigal is a newsman following energy, science, and green tech at Wired.com. His work appears in Dwell, Earth2Tech, Sierra Magazine, and the Sustainable Industries Journal and he’s spoken at SXSW, E3, and Webvisions. Trained as an analyst, he’s interested in defining how technology is changing human beings’ brains, consumption patterns, and environments. He\'s working on a book about the history of green technology in America. He lives in San Francisco, and he loves Twitter.",1267650302
y,yes,yes,yes,F,Christina,Page,"Director, Climate and Energy Strategy",Yahoo!,"Director, Climate and Energy Strategy, Yahoo!",13,,2009 Speaker,yes,"Christina Page joined Yahoo! in July of 2007 and is the director of Climate and Energy Strategy to overseeing the company’s data center design efficiency, clean tech and climate initiatives. Christina provides technical support to Yahoo!’s all-volunteer Green Team, an employee group that harnesses the collective energy of Yahoos around the world to reduce Yahoo!’s carbon footprint and improve overall environmental practices. Prior to joining Yahoo!, Christina was a senior consultant on the Energy and Resources Team at Rocky Mountain Institute (RMI), a Colorado-based “think-and-do tank” founded by energy efficiency guru Amory Lovins. She has an undergraduate degree in Environmental Studies from Brown University and a Masters in Environmental Management from the Yale School of Forestry and Environmental Studies.",1267650302
y,yes,yes,yes,F,Erin,Carlson,Director of Yahoo! for Good,"Yahoo!
","Director of Yahoo! for Good, Yahoo!",17,,2009 Speaker,yes,"Erin Carlson is responsible for leading Yahoo!’s environmental strategy and corporate social responsibility programs. Erin inspires Yahoo!’s audience of over 500 million people to be more “green” in their daily lives through use of Yahoo! products. She recently guided the development of the Yahoo! Green site to encourage people to take eco-friendly actions and has driven the creation of Yahoo! Earth Day sites since 2005. Erin also rallied grassroots efforts by launching a Green Team of hundreds of employees around the world. Prior to joining Yahoo!, Erin worked at Nike Inc. in Apparel Sustainability and at Business for Social Responsibility as Environment Program Manager. She holds a BA in Human Biology/Environmental Management from Stanford University and an MBA from the University of California at Berkeley.
",1267650302
y,yes,yes,yes,M,Ron,Dembo,CEO and Founder,"Zerofootprint
","CEO & Founder, Zerofootprint",26,,2009 Speaker,yes,"Dr. Ron Dembo is the Founder and CEO of Zerofootprint, an organization dedicated to a mass reduction in global environmental impact. Zerofootprint provides software and services to individuals, governments, universities, and corporations that measures and manages carbon footprint and engages employees and citizens worldwide in combating climate change. Zerofootprint came in first place and won Gold in the Climate Change category at the Canadian Environment Awards in 2008. ",1267650302
y,yes,yes,yes,M,Jonathan ,Koomey,"Project Scientist and Professor, Lawrence Berkeley Nat'l Laboratory & Stanford Univ",,"Project Scientist & Professor, Lawrence Berkeley Nat'l Laboratory & Stanford Univ",24,,2009 Speaker,yes,"Jonathan Koomey is a Project Scientist at Lawrence Berkeley National Laboratory and a Consulting Professor at Stanford University. Dr. Koomey is one of the leading international experts on electricity used by computers, office equipment, and data centers, and is the author or co-author of eight books and more than one hundred and fifty articles and reports on energy and environmental economics, technology, forecasting, and policy. He has also published extensively on critical thinking skills. He holds M.S. and Ph.D. degrees from the Energy and Resources Group at the University of California at Berkeley, and an A.B. in History of Science from Harvard University. In 1993 he won the Fred Burgraff Award for Excellence in Transportation Research from the National Research Council's Transportation Research Board. He was named an Aldo Leopold Leadership Fellow in 2004 and an AT&T Industrial Ecology Fellow in January 2005. He has been quoted in the New York Times, the Wall Street Journal, Barron's, The Financial Times, The Washington Post, Science, Science News, American Scientist, Dow Jones News Wires, and the Christian Science Monitor, and has appeared on Nova/Frontline, BBC radio, CNBC, All Things Considered, Marketplace, On the Media, Tech Nation, and the California Report, among others. His latest solo book is Turning Numbers into Knowledge: Mastering the Art of Problem Solving <http://www.analyticspress.com>, now out in its second edition (April 2008). For more biographical details and a complete publications list, go to http://www.koomey.com.",1267650302
