Filled out Fulfillment Form,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type (default: speaker),Bio Ready?,Biography,timestamp
y,y,y,y,m,Scott,Raney,Partner,Red Point Ventures,"Partner, Red Point Ventures",,,speaker,y,"Scott Raney is a Partner with Redpoint Ventures focusing on information and consumer technology with a particular emphasis on enterprise software and infrastructure, mobile technology and services, and social gaming. Scott serves on the board of directors of adap.tv, Jumptap, mig33, Heroku, SimpleGeo and LetsTalk, and is involved with Redpoint's investments in Gaia Online, Scribd, Cortina Systems,  MobiTV, Kodiak Networks and VMOps. Prior to joining Redpoint, Scott served as Senior Manager of New Products with NorthPoint Communications. Scott holds a B.S.E.E., with high distinction, from Duke University and an M.B.A. from the Harvard Business School.",1254754363
y,y,y,y,m,Jim,Ryan,Chief Strategy and Marketing Officer ,Motricity,"Chief Strategy and Marketing Officer, Motricity",,,speaker,y,"James Ryan, chief strategy and marketing officer for Motricity, is widely recognized as a pioneer in the mobile data industry, with more than 15 years of senior management experience, building, packaging, marketing and distributing value-added wireless services across the US, Europe and Asia. Prior to his role at Motricity, Ryan served as vice president of consumer data services for AT&T Mobility, where he helped grow the business from $250M to over $4B in just three years. Prior to AT&T, Ryan was a key leader behind the data services businesses at Sprint PCS and O2 in Europe when the idea of mobile data was still in its infancy.",1279920900
y,y,y,y,m,Yoram,Salinger,CEO,Red Bend Software,"CEO, Red Bend Software",,,speaker,y,"Yoram Salinger is responsible for enhancing Red Bend Software's position as a leading provider of advanced technology for creating, deploying, installing and managing updates to complex software. He brings 17 years of experience in PC software development, marketing and management to Red Bend Software. Previously, as business development manager for Contahal Ltd., one of Israel's largest software companies, Yoram led the deployment of several new technologies. As COO of Algorithm Research Ltd., a leader in providing security solutions for e-business applications, he headed marketing and sales for Europe and the Far East. Yoram was also CEO of Netgame Ltd., a leading provider of programmable broadband technology. ",
,y,y,y,m,Chetan,Sharma,Founder and President ,Chetan Sharma Consulting,"Founder and President, Chetan Sharma Consulting",,,speaker,y,"Chetan Sharma is President of Chetan Sharma Consulting and is one of the leading strategists in the mobile industry. Executives from wireless companies around the world seek his accurate predictions, independent insights, and actionable recommendations. He has served as an advisor to senior executive management of several Fortune 100 companies in the wireless space and is probably the only industry strategist who has advised each of the top 6 global carriers. Chetan has helped several global and local players in the ecosystem develop their mobile advertising strategies. Some of his clients include NTT DoCoMo, Disney, KTF, China Mobile, Toyota, Comcast, Motorola, FedEx, Sony, Samsung, Alcatel Lucent, KDDI, Virgin Mobile, Sprint Nextel, AT&T Wireless, Reuters, Qualcomm, Comverse, Motricity, Reliance, SAP, Merrill Lynch, American Express, and HP.",
y,y,y,y,m,Steve,Subar,President and CEO,Open Kernel Labs,"President and CEO, Open Kernel Labs",,,speaker,y,"With a track record of successful innovation and leadership in the technology industry, Steve Subar has earned a reputation as a seasoned executive who builds winning teams, drives accelerated growth, develops strong customer relationships, and creates shareholder value. Following his term as National ICT Australia's 2005 Entrepreneur-in-Residence, partnering venture capital investors chose Subar from a select group of over 60 technology entrepreneurs in Silicon Valley to provide the direction and commercial vision leading to a successful spinout. It was from this exercise that Subar selected and spun-out Open Kernel Labs, which he quickly led to success and early design wins. Subar holds a Bachelor of Science from Miami University's School of Business with a concentration in Computer and Information Technology.",1278972823
y,y,y,y,m,Jay,Sullivan,VP of Products,Mozilla,"VP of Products, Mozilla",18,,speaker,y,"Jay Sullivan is Vice President of Products at Mozilla where he drives product strategy and leads the product management team. Jay joined Mozilla Labs in 2007 to help define and launch the Weave project. Jay became Vice President of Mobile in 2008 and led the design, development and launch of the Firefox mobile Web browser. Previously, Jay was co-founder and VP of Products at PocketThis, a mobile software applications and tools provider. He has also held management and software engineering positions at Oracle, Information Resources and Firefly Network. Jay has been granted three U.S. patents for his work on mobile software and personalization. Jay is a graduate of Yale University.",
,y,y,y,m,Matt,Thompson,"GM, Developer and Platform Evangelism",Microsoft,"GM, Developer and Platform Evangelism, Microsoft",10,,speaker,,,
y,y,y,y,m,Doug,VanDagens,"Director, Connected Services",Ford Motor Company,"Director, Connected Services, Ford Motor Company",,,speaker,y,"Doug VanDagens is the director of Ford’s Connected Services organization. His team is responsible for the development of new services and applications leveraging Ford’s in-car technologies such as Ford SYNC and other infotainment systems. He helped Ford create successful relationships with Microsoft and SIRIUS® leading to Ford’s first-to-market launches of Ford SYNC®, SIRIUS Travel Link™ and Ford Work Solutions™. Other ventures include leading the start-up of COVISINT, an e-commerce hub between Ford, GM, DaimlerChrysler and Renault-Nissan allowing shared product development, quality, supply chain management and purchasing applications. VanDagens also served as a board member and officer of Wingcast, a Ford-Qualcomm telematics joint venture. VanDagens is a University of Michigan engineering school graduate and received an MBA from Indiana University.",
,y,y,y,m,Krishna,Vedati ,SVP-GM of Mobile,AT&T Interactive,"SVP-GM of Mobile, AT&T Interactive",10,,speaker,y,,
y,y,y,y,m,Steve,West,VP of Emerging Technology and Media,Alcatel-Lucent,"VP of Emerging Technology and Media, Alcatel-Lucent",,,speaker,y,"Steve West is committed to driving the creation and execution of the ng Connect Program, a vibrant multi-industry ecosystem founded by Alcatel-Lucent and focused on fostering broad industry adoption of ultra-high bandwidth technologies such as 4G/LTE and the next generation user experience it enables.  He is an evangelist for the evolution of the “any time, anywhere” consumer experience. Prior to this role, Steve led acitivities related to Alcatel-Lucent’s “multi-screen” strategy. Additionally, Steve is the Alcatel-Lucent lead on numerous external endeavors driving the evolution of digital media, including the Digital Entertainment Content Ecosystem (DECE) and holds a board member position at the Entertainment Technology Center. Before joining Alcatel-Lucent, he was director of product management for start-up iMagicTV, that led IPTV into the global market.",manua
