Publish?,Filled out Fulfillment Form,List On Front Page?,Photo Ready?,Gender,Prefix,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type,Bio Ready?,Biography,timestamp
Yes,y,Yes,Yes,m,,Dorrian,Porter,Founder and CEO,Mozes,"Founder and CEO, Mozes",,,speaker,y,"Dorrian Porter is the founder and CEO of Mozes. He is an entrepreneur who co-founded HigherMarkets, an on-demand software company in March 2000. He later became CEO and led it to its acquisition by a Nasdaq listed company in 2002. Dorrian worked with the combined company until July 2005, where he helped significantly grow the business and shape the company's product offerings. Previously, Dorrian practiced law at Wilson Sonsini Goodrich & Rosati in Palo Alto, California where he represented a wide range of tech companies. Prior to joining WSGR, he worked in Canada as an associate at McCarthy Tetrault, an analyst at Harrowston, Inc. (now TD Capital) and at the Canadian Parliament, including the Prime Minister's Office.
",1247508064
Yes,y,Yes,Yes,m,,Craig,Dalton,"VP, Business Development",Mplayit,"VP, Business Development, Mplayit",,,speaker,y,"Dalton has 16 years experience in sales and marketing management as well as extensive experience building profitable business strategies. As Mplayit's VP Business Development, he is responsible for establishing strategic relationships with mobile operators, social media and Web 2.0 companies wishing to increase existing and develop new revenue streams utilizing the company's online trial, merchandising and social selling solutions. Prior to Mplayit, Dalton managed business development for MMS pioneer Hook Mobile. Earlier, Dalton managed business development for global mobile entertainment publisher, I-play. His responsibilities included negotiating operator agreements, developing a Direct to Consumer strategy and creating a mobile video business unit. Mr. Dalton holds an MBA from the Graduate School of Management at UC, Irvine and a BSBA in Business Administration from The American University.",1250114491
Yes,y,Yes,Yes,m,,Jhonatan ,Rotberg,"Founder, Director",Next Billion Network @ MIT,"Founder, Director, Next Billion Network @ MIT",9,,speaker,y,"Jhonatan Rotberg is the founder and director of the Next Billion Network program at MIT, and the instructor of MIT's NextLab course series. He is the Telmex Researcher at the MIT Media Lab and a Lecturer in the Media Arts and Sciences Program. A serial entrepreneur, he is experienced in the original conception and deployment of innovation, applications and content in developing countries, and in building organizations based on digital technologies. During his career, he has founded and sold various startups in the financial and high-tech sectors. His current focus is on designing innovative mobile technologies that help people reduce friction in their local markets from the bottom up, and on incubating ventures that allow them to scale and become sustainable in the emerging markets.",1244051309
Yes,y,Yes,Yes,m,,Ken,Denman,CEO,Openwave Systems,"CEO, Openwave Systems",,,speaker,y,"Ken Denman is CEO for Openwave Systems (NASDAQ: OPWV) where he is focused on executing Openwave's corporate strategy and growing the company's global market share with innovative software infrastructure products and services for mobile and broadband operators. Before Openwave, Ken served as chairman and CEO of iPass, a world leader in platform-based enterprise mobility services where he guided the company in leveraging the explosion in new broadband and wireless access technologies to make them real and globally available to any enterprise or service provider. Ken also serves on the board of ShoreTel, Inc., (NASDAQ: SHOR), a leading provider of Pure IP unified communications systems. Ken holds an MBA from the University of Washington and a BS in accounting from Central Washington University.",1251393083
Yes,y,Yes,Yes,m,,Jon,von Tetzchner,Co-Founder and CEO,Opera Software,"Co-Founder and CEO, Opera Software",4,,speaker,y,"Jon S. von Tetzchner, along with colleague Geir Ivarsøy, started developing a Web browser while working for Norwegian Telecom Research (Telenor) in 1994. The Opera browser was soon available for the public and is now widely used, pioneering many innovations that have revolutionized Web browsing.As CEO of Opera Software, Tetzchner spreads the company's vision of One Web—giving people universal access to the Web the way they like it. Tetzchner has been a member of the Forum for Young Global Leaders since 2005 and was named as one of BusinessWeek's Stars of Europe in 2004. Tetzchner’s interest in computers started in his early days, especially in user interfaces and accessibility. He holds a Master's degree in Computer Science from the University of Oslo.",1245352068
Yes,y,Yes,Yes,m,,Bob,Borchers,General Partner,Opus Capital,"General Partner, Opus Capital",,,speaker,y,"At Opus Capital Bob Borchers is focused primarily on investments in mobile applications and services. Previously Bob was with Apple as iPhone Sr. Director of Worldwide Product Marketing where he led development, launches and global expansion of the iPhone, iPhone OS and App Store. While at Apple he also led the Nike+iPod partnership, expanded the iPod accessory ecosystem, and forged auto integration partnerships for the iPod. Prior to Apple, Bob was VP of Marketing at FusionOne, a mobility solutions pioneer. Bob also worked at Nokia where he held senior-level marketing positions including founding and leading the Vertu business unit. Bob also worked at Nike on product and service personalization. He began his career in prosthetics R&D. He has more than 30 patents granted or pending.",1248903719
Yes,y,Yes,Yes,m,,Greg,Yardley,Co-Founder and CEO,"Pinch Media
","Co-Founder and CEO, Pinch Media",,,speaker,y,"Greg Yardley is the co-founder and CEO of Pinch Media, the largest iPhone application analytics & optimization company. Greg has years of experience designing analytics and ad serving products - before founding Pinch Media, Greg led product management for the real-time auction portion of Yahoo's next-generation ad serving platform. He joined Yahoo through the acquisition of Right Media, where he was the lead product manager on Right Media's ad server. Earlier, Greg held product management positions at Root Markets and NexTag. He holds a Master of Arts from Stanford University.",
Yes,y,Yes,Yes,m,,Krishna,Vedati,CEO,Plusmo,"CEO, Plusmo",,,speaker,y,"Krishna Vedati is a veteran of successful startups, with more than 15 years of leadership experience in building winning teams and products.  Previously, he was co-founder and CTO of Covigo, Inc., a leading provider of mobile software for carriers and enterprises, which was acquired by Symbol Technologies in 2003.  Krishna's early professional experience includes development of award-winning Internet, mobile software, security, and testing products.  He has co-authored two best-selling books on Linux programming, e-commerce, and java security. ",1244680875
Yes,y,Yes,Yes,m,,Samir,Khazaka,"Senior Director, Technical Marketing",Qualcomm,"Senior Director, Technical Marketing, Qualcomm",,,speaker,y,"As Senior Director of Technical Marketing at QUALCOMM, Samir Khazaka leads the company’s corporate technology messaging efforts. Khazaka joined QUALCOMM’s engineering team in 1997 and has since held positions in engineering, product management and technical marketing. His team plays a key role in the development and communication of the company’s technology messaging. As an inventor, he holds ten patents, and has several patents in pending status covering a range of telecommunications related designs. Khazaka holds a Bachelor of Science in Electrical Engineering and a Master’s in Engineering Management from Old Dominion University in Norfolk, Virginia. Prior to joining QUALCOMM, he held various engineering positions at Schlumberger and ABB.",manual
Yes,y,Yes,Yes,m,,Len ,Lauer ,COO ,Qualcomm,"COO, Qualcomm",1,,speaker,y,"Len J. Lauer is executive vice president of Qualcomm and chief operating officer, responsible for Qualcomm's businesses focused on mobile content and services and emerging display technologies. Lauer joined Qualcomm in December 2006, bringing with him more than 20 years of high-tech experience, including 15 years in telecommunications. Prior to Qualcomm, Lauer served as president and chief operating officer of Sprint. Under his leadership, Sprint PCSâ€™ stock price appreciated over 430% in an 18 month period, beginning in 2002. Before Sprint, Lauer was president and CEO of Bell Atlantic-New Jersey and held a variety of management positions with IBM. Lauer is currently on the board of directors for H&R Block. Lauer holds a bachelor's degree in managerial economics from the University of California, San Diego.",1243967637
Yes,y,Yes,Yes,m,,Keith,Kressin,"Senior Director, Marketing & Product Management for Qualcomm CDMA Technologies",Qualcomm CDMA Technologies,"Senior Director, Marketing & Product Management for Qualcomm CDMA Technologies",,,speaker,y,"Keith Kressin is senior director of product management for Qualcomm CDMA Technologies (QCT).  Kressin is responsible for providing strategic direction for Qualcomm’s entry into compute-centric markets beyond smartphones. Kressin has worked in a number of engineering, marketing, and strategic planning roles within semiconductor companies for more than 15 years.  Before joining Qualcomm he worked in a  marketing and strategic planning role in the nascent industry of wireless power transmission. Prior to that, he worked at Intel, leading marketing and planning teams within Intel’s chipset group, WLAN group, and mobile platforms group.  Kressin was responsible for leading a number of efforts that included the launch of the Intel Centrino and Centrino Duo Platforms, the company’s first Wi-Fi products, and its first chipsets with integrated graphics.",1250617972
Yes,y,Yes,Yes,m,,Quinn ,Li,Director,Qualcomm Ventures,"Director, Qualcomm Ventures",,,speaker,y,"Quinn Li is a Director at Qualcomm Ventures, where he focuses on investments in the wireless communications ecosystem, including software, devices and enabling technologies. Prior to joining Qualcomm Ventures, he spent several years in product management and business development at IBM. Previously, he worked in the wireless infrastructure group at Lucent Technologies and mobile communications group at Broadcom. Quinn represents Qualcomm as a board observer on the boards of A123 Systems, AMEC, Discera, InvenSense, Siimpel and Tela Innovations. He received BS and MS/PhD in Electrical Engineering from Washington University in St. Louis and an MBA from Cornell University.",1250718501
Yes,y,Yes,Yes,m,,Rob,Coneybeer ,Managing Director,Shasta Ventures,"Managing Director, Shasta Ventures",,,speaker,y,"Rob Coneybeer is a co-founder at Shasta Ventures. Prior to co-founding Shasta Ventures, he was a general partner at New Enterprise Associates (NEA) where he led 15 investments in core infrastructure technologies spanning semiconductors, software and networking equipment. Prior to joining the venture capital industry, Rob served as a lead integration and test engineer in the Astro Space division of Martin Marietta. While at Martin Marietta, Rob helped build the first EchoStar spacecraft. Rob holds a B.S., Mechanical Engineering degree from the University of Virginia, an M.S., Mechanical Engineering degree from the Georgia Institute of Technology and an M.B.A. degree from the Wharton School at the University of Pennsylvania.",1248126710
Yes,y,Yes,Yes,m,,Ted,Morgan,CEO and Founder,Skyhook Wireless,"CEO & Founder, Skyhook Wireless",,,speaker,y,"Ted Morgan founded Skyhook Wireless with Michael Shean in 2003 to capitalize on the explosive growth of Wi-Fi usage and the emerging demand for location-based services. Prior to founding Skyhook, Mr. Morgan was the Vice President of Marketing for edocs Inc., a provider of customer self-service solutions that was sold to Siebel Systems in January 2005. At edocs, he ran marketing communications, inside sales, product marketing and product management. Prior to that, Mr. Morgan was Group Product Manager for Open Market, one of the early leaders of the e-commerce revolution. Before that, he was a product manager for Harbinger Net Services in Atlanta. Mr. Morgan has an undergraduate degree in mathematics from Georgetown University and an MBA from the University of Chicago.",1247759909
Yes,y,Yes,Yes,m,,Raven,Zachary,President ,Small Society,"President, Small Society",,,speaker,y,"Raven Zachary is President of Small Society, working with big brands, established companies, investors, and startups on iPhone strategy and product development. Raven directed the Obama '08 for iPhone application for the Obama Campaign, and has worked with companies such as Whole Foods Market, Zipcar, Clif Bar, and Air New Zealand on iPhone application initiatives. He is the founder of iPhoneDevCamp, a not-for-profit iPhone developer conference.  Raven is also a Contributing Analyst with The 451 Group, an IT industry analyst firm and works closely with O'Reilly Media on iPhone and mobile technology related events and coverage. He is regularly quoted by the press about the iPhone market and is a frequent conference speaker on the topic",1247267144
Yes,y,Yes,Yes,m,,Christopher,David,Head of Developer and Partner Engagement,"Sony Ericsson
","Head of Developer and Partner Engagement, Sony Ericsson",,,speaker,y,"Christopher David is the Head of Developer and Partner Engagement and responsible for driving and communicating Sony Ericsson’s developer strategy in terms of their multi platform approach, as well as articulating the relevance of content development to developer and partner, and ‘prosumer’ communities. Christopher’s deep knowledge and understanding of the telecoms industry stem from 19 years’ experience in various engineering, sales and technologist roles. Christopher spent many years in the software development business at Ericsson, Logica, Sun Microsystems and Sony Ericsson. He also has over 10 years’ experience in standards related work with Parlay, OMA, JCP and OSGi Alliance, where he held positions on the board, as spec lead and chair.",1248215335
Yes,y,Yes,Yes,m,,Greg ,Sterling,Analyst,Sterling Market Intelligence/Opus Research,"Analyst, Sterling Market Intelligence/Opus Research",,,moderator,y,"Greg Sterling founded Sterling Market Intelligence, a consulting and research firm that tracks the Internet's impact on offline consumer purchase behavior. Sterling is also the lead analyst for LocalMobileSearch, an advisory service from Opus Research dedicated to the mobile Internet. In addition, Sterling blogs for Search Engine Land, Screenwerk and LocalMobileSearch.net.  Previously, Sterling ran the Interactive Local Media service of The Kelsey Group. Prior to that, Sterling was at TechTV where he helped produce ""Working the Web."" Before TechTV he was an editor and executive producer at AllBusiness.com. And before joining AllBusiness, Sterling was a practicing attorney in San Francisco.",1246977872
Yes,y,Yes,Yes,m,,Cole,Brodman,"SVP, Chief Technology and Innovation Officer",T-Mobile,"SVP, Chief Technology and Innovation Officer, T-Mobile",2,,keynote,y,"Mr. Brodman has been with T-Mobile and its predecessor companies, VoiceStream Wireless and Western Wireless for over fourteen years. In his current capacity, Mr. Brodman is responsible for ideation, development and operations of new products, services, mobile phones and devices. Additionally, he has responsibility for the national engineering of the core systems that run T-Mobile’s wireless network and provide customers with their services. He is also responsible for the evolution of T-Mobile’s network and technology base, including the Enterprise IT department. Finally, Mr. Brodman coordinates with T-Mobile International on global service and device development initiatives. In previous positions, Mr. Brodman has been responsible for Product Management, Roaming, T-Mobile HotSpot, and Business Development activities. ",1248303053
Yes,y,Yes,Yes,f,,Stacey ,Higginbotham,"Staff Writer 
",GigaOM,"Staff Writer, GigaOM",,,moderater,y,"Stacey has over ten years of experience reporting on business and technology, most recently as reporter with top technology blog GigaOM. There she covers both the infrastructure that allows companies to deliver services via the web, as well as the services themselves. Prior to GigaOM Stacey wrote about technology and finance for The Deal, a finance publication out of New York, and launched its coverage of angel-backed and seed-stage companies. She joined The Deal from the Austin Business Journal which she wrote for after her return from New York City, where she worked at publications that included The Bond Buyer and BusinessWeek. Stacey graduated with a degree in journalism from the University of Texas at Austin. ",manual
Yes,y,Yes,Yes,m,,Kevin,Tofel,Managing Editor jkOnTheRun,GigaOM,"Managing Editor jkOnTheRun, GigaOM",,,moderator,y,"Kevin C. Tofel brings 15 years of hands-on technology expertise from various Fortune 100 companies to his role as co-editor of jkOntheRun. After leading a team and writing for AOL, he joined jkOnTheRun to cover his mobile device passions from a consumer point of view. Along with daily web coverage, Kevin’s technology writings have been featured in The New York Times, PC World, PC Magazine and others.",manual
Yes,y,Yes,Yes,m,,Michael ,Wolf,"Vice President, Research",GigaOM,"VP, Research, GigaOM",,,moderator,y,"Michael has spent more than 10 years as an industry analyst, starting at In-Stat and launching the company’s consumer networking and digital media research services, and more recently was the digital home practice director for ABI. He has been a columnist for Network World and has written a book on home networking for consumers. At GigaOM Pro, he oversees the overall research efforts and serves as curator for the Connected Consumer. He holds a Master’s in International Management from Thunderbird. Michael's expertise includes: Business of Technology, digital media, home networking, mobile content, online video, video games, social media, online publishing, media markets, pay-TV, pay and online video advertising, mobile advertising, silicon, connected entertainment.",manual
Yes,y,Yes,Yes,f,,Robin,Boyar,Founder and Principal,Thinktank Research and Strategy,"Founder and Principal, Thinktank Research and Strategy",,,speaker,y,"Robin Boyar heads thinktank, a market research and strategy consultancy specializing in the digital consumer.  thinktank typically executes projects such as usability testing, focus groups, surveys and competitive analysis for companies in the online, mobile, gaming, entertainment and emerging technology arena.  Selected clients include Nokia, SONY, Gaia Online and Warner Bros. as well as various startups. With over fifteen years of market research experience, Robin is one of the world's most knowledgeable interactive researchers.  She has an A.B. from Bryn Mawr College.  In her spare time, she enjoys yoga, gardening and driving her vintage Alfa Romeo convertible.",1250903410
Yes,y,Yes,Yes,m,,Lawrence,Aragon,Editor-in-Chief ,Venture Capital Journal ,"Editor-in-Chief, Venture Capital Journal ",,,speaker,y,"Lawrence Aragon is Editor-in-Chief of Venture Capital Journal and Private Equity Week, which are published by Thomson Reuters. Aragon has been a business journalist and editor for more than 19 years. He has covered venture capital off and on since the early 1990s. Before being named editor of VCJ and PE Week in 2002, he was VC Editor for Red Herring magazine. Prior to that, he was a writer for VARBusiness, PC Week and the San Jose Business Journal. Aragon’s writing has won awards from American Business Media (the Jesse H. Neal Editorial Achievement Award), the Computer Press Association and CMP Media.",
Yes,y,Yes,Yes,m,,Tasso,Roumeliotis,CEO and Founder,WaveMarket,"CEO and Founder, WaveMarket",,,speaker,y,"Prior to founding WaveMarket, Roumeliotis was a Principal at Claridge, the Bronfman family operating and investing vehicle. He was involved in building a leading North American fixed wireless broadband provider. Roumeliotis was a consultant with Bain & Company Telecom Practice for three years, where he launched a network appliance product. It was one of the first to bundle device and content aggregation offered by a North American telecom provider. Roumeliotis also co-founded a medical device startup. Their innovative product streamlined CABG surgery, reached $1 million in revenue and is now deployed in hospitals throughout the US and Europe. Roumeliotis is a Harvard MBA and holds a B.A. and a B.Comm. from McGill University with Joint Honors in Economics/Finance.",1248794987
Yes,y,Yes,Yes,m,,Adam,Zbar,CEO,Zannel,"CEO, Zannel",14,,speaker,y,"Adam Zbar is CEO of Zannel the mobile industry’s first Instant Media Network™ service, which allows users to instantly and visually communicate what’s happening now across mobile and the web, including all major social networks.  Zbar served as consultant on next generation mobile media applications to Infospace, Moviso, and Disney.  Previously he served as VP of North American distribution at WorldRes, where he and his team managed more than a thousand online travel partners including Travelocity and Yahoo. As VP Business Development and Strategy at KPE, a leading interactive agency which is now part of Agency.com, he was responsible for securing Mandalay Bay, Warner Home Video, Six Flags, Princess Cruises and Fox FX as clients.  Adam started his career at McKinsey as a management consultant.",1245114065
